season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42015,202685,Jonas Valančiūnas,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.407,12,0.245,0.921,0.406,0.132,0.053,0.132,0.03,0.447,0.406,38,35,13,32,19
42015,202335,Patrick Patterson,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.963,20,0.104,1.471,0.714,0.176,0.059,0.176,0.06,0.706,0.714,17,25,10,14,4
42015,202687,Bismack Biyombo,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.37,20,0.195,0.917,0.429,0.375,0.042,0.333,0.0,0.542,0.429,24,22,6,14,8
42015,201960,DeMarre Carroll,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.222,20,0.057,0.818,0.5,0.091,0.182,0.091,0.0,0.455,0.5,11,9,4,8,4
42015,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,18,0.026,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2,4,2,2,0
42015,201574,Jason Thompson,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,10,0.364,1.0,0.667,0.25,0.0,0.25,0.0,0.5,0.667,4,4,2,3,1
42015,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,20,0.014,0.667,0.25,0.167,0.167,0.167,0.0,0.333,0.25,6,4,1,4,3
42015,202709,Cory Joseph,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,20,0.011,1.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,2,3,1,2,1
42015,203082,Terrence Ross,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,20,0.007,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,1,1,0
42015,201942,DeMar DeRozan,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,20,0.018,0.222,0.143,0.0,0.222,0.0,0.0,0.111,0.143,9,2,1,7,6
42015,2449,Luis Scola,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,11,0.024,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0,0
42015,1626153,Delon Wright,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.0,9,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
