group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1629646,Charles Bassey,Charles,1610612759,SAS,22.0,3,2,1,0.667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,368,326,18,53,432,247,238,174,315,1,1,367,409,204,1,1,329,413,SAS
Players,1626169,Stanley Johnson,Stanley,1610612759,SAS,27.0,4,0,4,0.0,6.3,0.5,0.0,0.5,1.0,3.0,2.5,0.0,5.5,0.0,0.0,0.5,0.3,4.2,351,418,136,418,3,26,238,8,52,446,442,1,7,204,1,359,186,53,SAS
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,23.0,23,10,13,0.435,3.7,0.3,0.1,0.3,1.3,2.4,1.4,0.4,3.9,0.0,0.1,0.4,0.4,3.4,158,179,313,289,83,98,181,34,20,443,396,244,44,168,392,336,120,89,SAS
Players,1630200,Tre Jones,Tre,1610612759,SAS,23.0,22,9,13,0.409,3.7,0.2,0.4,0.2,0.7,2.6,1.3,0.5,4.0,0.0,0.1,0.2,0.4,3.3,169,189,313,314,92,149,50,68,93,444,388,279,29,204,350,175,113,92,SAS
Players,1628984,Devonte' Graham,Devonte',1610612759,SAS,28.0,12,4,8,0.333,2.6,0.0,0.0,0.0,0.0,0.8,1.3,0.0,2.0,0.0,0.0,0.2,0.4,1.4,245,278,238,360,245,247,238,174,315,230,366,1,272,204,1,119,108,288,SAS
Players,1630572,Sandro Mamukelashvili,Sandro,1610612759,SAS,24.0,3,2,1,0.667,2.8,0.0,0.0,0.0,0.0,2.7,1.7,0.0,2.7,0.0,0.0,0.7,0.0,2.4,368,326,18,53,217,247,238,174,315,445,414,1,188,204,1,419,329,179,SAS
Players,1631110,Jeremy Sochan,Jeremy,1610612759,SAS,20.0,17,6,11,0.353,2.8,0.2,0.0,0.1,0.4,1.5,0.9,0.4,2.5,0.1,0.1,0.5,0.2,2.0,203,239,284,356,211,113,238,104,198,402,277,202,221,70,309,388,245,225,SAS
Players,1628380,Zach Collins,Zach,1610612759,SAS,25.0,16,8,8,0.5,3.1,0.0,0.2,0.0,0.5,1.2,1.1,0.0,2.9,0.2,0.1,0.6,0.6,3.1,212,204,238,188,183,247,146,174,140,352,328,1,155,38,385,412,45,105,SAS
Players,1630577,Julian Champagnie,Julian,1610612759,SAS,22.0,3,3,0,1.0,4.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.7,0.0,0.8,368,304,1,1,10,247,238,174,315,279,291,1,29,204,1,419,329,367,SAS
Players,1631103,Malaki Branham,Malaki,1610612759,SAS,20.0,9,4,5,0.444,3.6,0.1,0.0,0.1,0.4,2.0,1.7,0.3,3.6,0.0,0.1,0.2,0.6,2.5,277,278,166,272,94,199,238,112,166,431,414,193,68,204,373,165,58,167,SAS
Players,203476,Gorgui Dieng,Gorgui,1610612759,SAS,33.0,2,0,2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,394,418,72,418,257,247,238,174,315,1,291,1,272,204,1,1,329,229,SAS
Players,203920,Khem Birch,Khem,1610612759,SAS,30.0,1,0,1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,418,18,418,415,247,238,174,315,1,1,1,423,204,1,1,329,413,SAS
Players,203926,Doug McDermott,Doug,1610612759,SAS,31.0,12,5,7,0.417,1.9,0.3,0.2,0.0,0.3,0.8,1.1,0.2,1.8,0.0,0.1,0.1,0.1,1.2,245,259,219,304,328,102,159,174,201,203,333,123,318,204,339,83,305,313,SAS
Players,1631104,Blake Wesley,Blake,1610612759,SAS,20.0,2,2,0,1.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,394,326,1,1,377,247,238,174,52,1,1,1,423,204,1,1,329,167,SAS
Players,1628966,Keita Bates-Diop,Keita,1610612759,SAS,27.0,10,4,6,0.4,4.3,0.2,0.5,0.6,1.2,1.6,1.5,0.4,4.2,0.3,0.1,0.7,0.2,4.3,271,278,191,316,24,130,19,6,26,415,403,218,23,17,363,429,226,47,SAS
