close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201933,Blake Griffin,1610612765,DET,F,31.0,17,16,0.506,2.06,5.29,0.389,0.352,0.037
1626174,Christian Wood,1610612765,DET,F,24.0,60,57,0.421,1.88,5.0,0.377,0.367,0.009
1628971,Bruce Brown,1610612765,DET,G-F,23.0,57,56,0.375,1.46,4.25,0.343,0.374,-0.031
1628379,Luke Kennard,1610612765,DET,G,24.0,27,27,0.419,1.33,4.15,0.321,0.365,-0.044
201565,Derrick Rose,1610612765,DET,G,31.0,49,48,0.428,1.45,4.0,0.362,0.364,-0.001
203503,Tony Snell,1610612765,DET,G,28.0,58,57,0.395,1.31,3.95,0.332,0.371,-0.039
204038,Langston Galloway,1610612765,DET,G,28.0,65,64,0.456,1.49,3.86,0.386,0.375,0.012
203089,John Henson,1610612765,DET,F-C,29.0,40,39,0.41,1.43,3.55,0.401,0.377,0.025
203895,Jordan McRae,1610612765,DET,G,29.0,37,34,0.469,0.92,3.43,0.268,0.374,-0.106
1629635,Sekou Doumbouya,1610612765,DET,F,19.0,35,32,0.384,1.0,2.8,0.357,0.364,-0.007
202688,Brandon Knight,1610612765,DET,G,28.0,24,22,0.474,1.13,2.71,0.415,0.379,0.036
1629004,Svi Mykhailiuk,1610612765,DET,G-F,23.0,54,52,0.437,0.87,2.7,0.322,0.361,-0.039
1627748,Thon Maker,1610612765,DET,F-C,23.0,59,49,0.334,0.92,2.54,0.36,0.36,0.0
204025,Tim Frazier,1610612765,DET,G,29.0,24,18,0.459,1.13,2.54,0.443,0.361,0.081
1629663,Louis King,1610612765,DET,F,21.0,4,4,0.368,0.75,1.75,0.429,0.365,0.064
1628476,Derrick Walton Jr.,1610612765,DET,G,25.0,22,13,0.402,0.59,1.59,0.371,0.368,0.004
1628383,Justin Patton,1610612765,DET,C,23.0,5,3,0.375,0.8,1.2,0.667,0.365,0.301
1629648,Jordan Bone,1610612765,DET,G,22.0,7,4,0.462,0.14,0.86,0.167,0.37,-0.204
1629017,Khyri Thomas,1610612765,DET,G,24.0,6,3,0.286,0.5,0.67,0.75,0.406,0.344
