close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1626174,Christian Wood,1610612765,DET,F,24.0,60,59,0.513,3.13,6.1,0.514,0.574,-0.061
1628971,Bruce Brown,1610612765,DET,G-F,23.0,57,57,0.511,3.35,5.79,0.579,0.561,0.018
1628379,Luke Kennard,1610612765,DET,G,24.0,27,27,0.521,2.96,5.15,0.576,0.56,0.015
203503,Tony Snell,1610612765,DET,G,28.0,58,57,0.51,3.12,5.1,0.611,0.568,0.043
1627748,Thon Maker,1610612765,DET,F-C,23.0,59,57,0.586,2.54,4.46,0.57,0.588,-0.018
201565,Derrick Rose,1610612765,DET,G,31.0,49,48,0.472,2.41,4.41,0.546,0.558,-0.011
203089,John Henson,1610612765,DET,F-C,29.0,40,39,0.497,2.28,4.3,0.529,0.576,-0.047
201933,Blake Griffin,1610612765,DET,F,31.0,17,17,0.399,2.59,4.18,0.62,0.568,0.052
1629635,Sekou Doumbouya,1610612765,DET,F,19.0,35,29,0.537,2.51,3.91,0.642,0.592,0.05
204038,Langston Galloway,1610612765,DET,G,28.0,65,61,0.439,2.2,3.72,0.591,0.554,0.036
203895,Jordan McRae,1610612765,DET,G,29.0,37,34,0.469,2.03,3.43,0.591,0.566,0.024
1629004,Svi Mykhailiuk,1610612765,DET,G-F,23.0,54,49,0.494,2.06,3.06,0.673,0.556,0.116
1629663,Louis King,1610612765,DET,F,21.0,4,4,0.579,1.75,2.75,0.636,0.579,0.058
204025,Tim Frazier,1610612765,DET,G,29.0,24,19,0.481,1.54,2.67,0.578,0.544,0.034
202688,Brandon Knight,1610612765,DET,G,28.0,24,23,0.431,1.71,2.46,0.695,0.574,0.121
1628476,Derrick Walton Jr.,1610612765,DET,G,25.0,22,15,0.46,1.05,1.82,0.575,0.544,0.031
1628383,Justin Patton,1610612765,DET,C,23.0,5,4,0.5,1.0,1.6,0.625,0.565,0.06
1629017,Khyri Thomas,1610612765,DET,G,24.0,6,3,0.5,0.67,1.17,0.571,0.563,0.009
1629648,Jordan Bone,1610612765,DET,G,22.0,7,4,0.385,0.57,0.71,0.8,0.504,0.296
