team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
1610612737,Atlanta Hawks,18,10,8,0.556,0.7,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.1,0.1,0.0,1.1,0.1,0.4,0.2,0.3,0.0,0.0,0.2,4,3,14,5,3,4,1,7,1,1,11,1,3,5,3,15,5,11,5,3,2,1,10
1610612738,Boston Celtics,5,1,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,1.4,0.0,0.8,0.2,0.8,0.0,0.0,0.4,12,12,1,12,16,4,3,7,2,1,3,1,1,9,3,13,10,2,5,1,2,1,4
1610612751,Brooklyn Nets,12,7,5,0.583,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.1,1.7,0.1,0.6,0.1,0.3,0.0,0.0,0.4,5,5,9,3,12,4,3,7,2,1,3,1,1,9,1,8,5,5,10,3,2,1,4
1610612742,Dallas Mavericks,7,3,4,0.429,0.3,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.1,0.1,0.0,1.0,0.1,0.3,0.1,0.1,0.0,0.0,0.6,9,9,1,8,12,4,3,4,2,1,6,1,3,5,3,16,5,13,10,13,2,1,2
1610612743,Denver Nuggets,10,4,6,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,1.9,0.2,0.2,0.0,0.2,0.0,0.0,0.2,8,8,12,9,7,4,3,4,2,1,11,1,3,9,3,3,2,16,13,8,2,1,10
1610612746,LA Clippers,19,10,9,0.526,0.4,0.0,0.0,0.1,0.0,0.0,1.2,0.0,0.1,0.1,0.0,1.6,0.1,0.3,0.3,0.2,0.1,0.0,0.2,3,3,16,7,10,4,3,4,2,1,1,1,3,5,3,10,5,13,3,8,1,1,10
1610612747,Los Angeles Lakers,6,2,4,0.333,0.3,0.2,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.8,0.0,0.5,0.5,0.2,0.0,0.0,0.3,10,10,1,10,12,1,3,1,2,1,6,1,11,9,3,4,10,10,1,8,2,1,8
1610612763,Memphis Grizzlies,5,1,4,0.2,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.6,0.0,0.4,0.0,0.0,0.0,12,12,1,12,5,1,3,1,2,1,16,1,11,9,3,2,10,5,13,2,2,1,14
1610612748,Miami Heat,4,0,4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,1.5,0.0,0.8,0.0,0.3,0.0,0.0,0.3,16,16,1,16,12,4,3,7,2,1,14,1,11,1,3,12,10,2,13,3,2,1,8
1610612749,Milwaukee Bucks,23,16,7,0.696,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,1.6,0.0,0.6,0.1,0.3,0.0,0.0,0.5,1,1,13,1,3,4,3,7,2,1,6,1,3,9,3,10,10,5,10,3,2,1,3
1610612752,New York Knicks,5,1,4,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.8,0.4,0.6,0.4,0.2,0.0,0.0,0.0,12,12,1,12,5,4,3,1,2,1,3,1,11,2,3,4,1,5,2,8,2,1,14
1610612755,Philadelphia 76ers,12,7,5,0.583,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.2,0.1,2.5,0.1,1.1,0.2,0.3,0.0,0.0,0.4,5,5,9,3,1,4,3,7,2,1,9,1,3,2,1,1,5,1,5,3,2,1,4
1610612756,Phoenix Suns,22,14,8,0.636,0.5,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,1.7,0.0,0.4,0.2,0.0,0.0,0.0,0.0,2,2,14,2,7,4,1,7,2,1,11,1,3,9,3,8,10,11,5,15,2,1,14
1610612757,Portland Trail Blazers,6,2,4,0.333,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,0.2,0.8,0.3,0.2,0.0,0.0,0.7,10,10,1,10,2,4,3,7,2,1,15,1,11,9,3,4,2,2,3,8,2,1,1
1610612762,Utah Jazz,11,6,5,0.545,0.5,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.3,0.2,0.3,0.0,0.1,0.0,0.0,0.2,7,7,9,6,7,1,3,7,2,1,2,1,3,5,3,14,2,13,13,13,2,1,10
1610612764,Washington Wizards,5,1,4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,1.8,0.0,0.6,0.2,0.0,0.0,0.0,0.4,12,12,1,12,10,4,3,7,2,1,9,1,11,2,3,4,10,5,5,15,2,1,4
