group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,29.0,22,9,13,0.409,71.0,0.291,0.352,0.344,0.471,0.466,0.162,0.136,0.188,0.13,0.145,0.167,0.214,0.333,0.0,0.0,0.237,0.108,0.321,152,173,380,326,136,48,28,40,37,22,176,215,167,300,275,177,372,73,199,1,338,267,39
Players,1628419,Cameron Oliver,Cameron,1610612737,ATL,25.0,1,1,0,1.0,2.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,375,1,1,445,124,364,84,252,333,305,316,290,380,406,16,1,247,199,1,1,344,382
Players,203991,Clint Capela,Clint,1610612737,ATL,28.0,28,14,14,0.5,87.0,0.085,0.175,0.09,0.0,0.0,0.024,0.107,0.333,0.211,0.247,0.0,0.067,0.0,0.545,0.0,0.229,0.082,0.124,79,82,401,206,103,363,197,368,252,333,303,241,80,181,151,307,231,247,41,1,323,299,285
Players,201568,Danilo Gallinari,Danilo,1610612737,ATL,33.0,23,11,12,0.478,44.0,0.152,0.086,0.175,0.25,0.267,0.172,0.182,0.167,0.143,0.148,0.143,0.0,0.5,0.0,0.0,0.267,0.222,0.117,137,136,365,264,199,225,325,195,119,117,167,167,188,274,268,193,1,25,199,1,365,138,302
Players,1629631,De'Andre Hunter,De'Andre,1610612737,ATL,24.0,27,13,14,0.481,80.0,0.176,0.167,0.193,0.1,0.161,0.125,0.172,0.19,0.143,0.156,0.0,0.077,0.0,0.222,0.364,0.262,0.16,0.149,93,97,401,261,114,175,203,161,217,216,210,179,165,274,262,307,240,247,115,433,362,205,229
Players,1626153,Delon Wright,Delon,1610612737,ATL,30.0,10,6,4,0.6,26.0,0.017,0.0,0.025,0.0,0.059,0.056,0.042,0.2,0.2,0.2,0.182,0.0,0.0,0.0,0.0,0.045,0.059,0.017,269,231,177,125,256,430,364,418,252,315,281,307,155,194,195,165,1,247,199,1,113,327,381
Players,1628381,John Collins,John,1610612737,ATL,24.0,21,8,13,0.381,67.0,0.12,0.136,0.133,0.0,0.089,0.097,0.143,0.19,0.478,0.388,0.235,0.048,0.0,0.143,0.2,0.175,0.243,0.119,164,200,380,354,148,290,258,285,252,292,236,199,165,27,34,126,225,247,155,360,234,128,293
Players,1628989,Kevin Huerter,Kevin,1610612737,ATL,23.0,27,13,14,0.481,90.0,0.1,0.1,0.096,0.158,0.129,0.068,0.067,0.176,0.327,0.292,0.2,0.235,0.375,0.182,0.0,0.229,0.06,0.099,93,97,401,261,95,337,306,361,183,246,267,289,180,65,92,145,388,63,138,1,323,326,335
Players,1628995,Kevin Knox II,Kevin,1610612737,ATL,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,474,431,364,419,252,333,305,316,290,380,406,307,1,247,199,1,1,344,382
Players,101150,Lou Williams,Lou,1610612737,ATL,35.0,5,3,2,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,343,304,100,125,425,431,364,419,252,333,305,316,290,380,406,66,1,247,199,1,1,109,382
