season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612751,BKN,Brooklyn Nets,22201217,2023-04-09,BKN vs. PHI,L,48.0,100.7,101.0,122.5,127.6,-21.9,-26.7,0.629,1.16,16.1,0.22,0.647,0.436,0.183,0.494,0.551,106.8,104.5,87.08,104,0.374,1,1231,1231,1231,159,2188,2182,2394,970,2247,1847,1892,2054,2218,2126,1951,1699,349,2348,1,2022,2023,True,BKN,PHI,APR
2022-23,1610612751,BKN,Brooklyn Nets,22201207,2023-04-07,BKN vs. ORL,W,48.0,101.0,103.1,83.6,84.8,17.4,18.2,0.771,2.7,19.7,0.222,0.649,0.441,0.102,0.444,0.505,100.2,98.5,82.08,98,0.63,1,1,1,1,159,2072,8,225,86,321,713,1864,2036,2154,391,2333,2225,1433,101,1,2022,2023,True,BKN,ORL,APR
2022-23,1610612751,BKN,Brooklyn Nets,22201189,2023-04-05,BKN @ DET,W,48.0,125.4,132.3,113.5,116.1,11.9,16.1,0.8,2.77,24.8,0.364,0.698,0.529,0.14,0.622,0.64,96.6,93.0,77.5,93,0.574,1,1,1,1,159,131,1428,295,35,302,37,307,1532,709,1245,322,446,2285,407,1,2022,2023,False,DET,BKN,APR
2022-23,1610612751,BKN,Brooklyn Nets,22201180,2023-04-04,BKN vs. MIN,L,48.0,102.9,107.4,107.3,113.8,-4.5,-6.5,0.538,2.1,16.2,0.264,0.723,0.48,0.105,0.506,0.53,99.4,94.5,78.75,95,0.456,1,1231,1231,1231,159,1784,1225,1652,1849,810,1817,1393,1205,1606,441,1799,1990,2133,1745,1,2022,2023,True,BKN,MIN,APR
2022-23,1610612751,BKN,Brooklyn Nets,22201164,2023-04-02,BKN vs. UTA,W,48.0,107.8,108.8,105.6,107.8,2.2,1.0,0.658,2.78,18.4,0.176,0.704,0.448,0.088,0.494,0.55,103.6,102.0,85.0,102,0.488,1,1,1,1,159,1677,705,1190,708,294,1125,2244,1460,2083,191,1938,1720,695,1353,1,2022,2023,True,BKN,UTA,APR
2022-23,1610612751,BKN,Brooklyn Nets,22201153,2023-03-31,BKN vs. ATL,W,48.0,126.9,130.5,111.3,111.5,15.6,19.1,0.673,2.54,23.9,0.25,0.63,0.468,0.137,0.642,0.662,96.9,95.5,79.58,95,0.58,1,1,1,1,159,179,1004,205,594,430,68,1529,2190,1804,1177,200,253,1989,363,1,2022,2023,True,BKN,ATL,MAR
2022-23,1610612751,BKN,Brooklyn Nets,22201137,2023-03-29,BKN vs. HOU,W,48.0,125.7,126.8,117.2,116.3,8.4,10.5,0.75,2.75,23.7,0.209,0.607,0.434,0.124,0.64,0.655,97.6,97.5,81.25,97,0.557,1,1,1,1,159,305,1446,532,133,304,84,1976,2303,2232,835,212,295,1635,568,1,2022,2023,True,BKN,HOU,MAR
2022-23,1610612751,BKN,Brooklyn Nets,22201118,2023-03-26,BKN @ ORL,L,48.0,102.6,106.0,119.8,119.0,-17.2,-13.0,0.459,1.13,12.5,0.333,0.738,0.505,0.15,0.451,0.513,101.3,100.0,83.33,100,0.388,1,1231,1231,1231,159,1894,1640,2062,2299,2265,2387,545,1029,1135,1489,2299,2155,1133,2289,1,2022,2023,False,ORL,BKN,MAR
2022-23,1610612751,BKN,Brooklyn Nets,22201108,2023-03-25,BKN @ MIA,W,48.0,141.8,146.6,108.5,113.6,33.3,33.0,0.682,3.75,21.7,0.435,0.674,0.551,0.091,0.596,0.645,91.6,88.0,73.33,88,0.622,1,1,1,1,159,6,1213,24,515,70,266,45,1778,389,223,550,391,2453,125,1,2022,2023,False,MIA,BKN,MAR
2022-23,1610612751,BKN,Brooklyn Nets,22201094,2023-03-23,BKN vs. CLE,L,48.0,114.1,117.5,119.0,119.6,-4.9,-2.1,0.615,1.5,17.6,0.341,0.68,0.521,0.165,0.556,0.614,98.7,97.0,80.83,97,0.51,1,1231,1231,1231,159,919,1686,1327,1117,1724,1368,496,1732,823,1826,1041,749,1749,1133,1,2022,2023,True,BKN,CLE,MAR
