PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
202681,Kyrie Irving,1610612739,CLE,25.0,18,18,0.473,62,166,0.373,0.452,0.242,36,85,0.424,0.231,26,81,0.321
201939,Stephen Curry,1610612744,GSW,29.0,17,17,0.531,70,161,0.435,0.559,0.182,30,55,0.545,0.35,40,106,0.377
2544,LeBron James,1610612739,CLE,32.0,18,18,0.34,50,125,0.4,0.5,0.168,25,62,0.403,0.171,25,63,0.397
202322,John Wall,1610612764,WAS,26.0,13,13,0.473,46,123,0.374,0.402,0.365,39,95,0.411,0.108,7,28,0.25
202738,Isaiah Thomas,1610612738,BOS,28.0,15,15,0.479,45,116,0.388,0.487,0.19,22,46,0.478,0.289,23,70,0.329
201935,James Harden,1610612745,HOU,27.0,11,11,0.589,38,116,0.328,0.453,0.081,9,16,0.563,0.508,29,100,0.29
202695,Kawhi Leonard,1610612759,SAS,26.0,12,12,0.49,48,96,0.5,0.552,0.347,38,68,0.559,0.143,10,28,0.357
201142,Kevin Durant,1610612744,GSW,28.0,15,15,0.369,49,94,0.521,0.596,0.251,35,64,0.547,0.118,14,30,0.467
101108,Chris Paul,1610612746,LAC,32.0,7,7,0.701,41,94,0.436,0.484,0.485,32,65,0.492,0.216,9,29,0.31
201566,Russell Westbrook,1610612760,OKC,28.0,5,5,0.608,36,90,0.4,0.456,0.378,26,56,0.464,0.23,10,34,0.294
203078,Bradley Beal,1610612764,WAS,24.0,13,13,0.357,44,89,0.494,0.562,0.225,32,56,0.571,0.133,12,33,0.364
202330,Gordon Hayward,1610612762,UTA,27.0,11,10,0.489,34,89,0.382,0.433,0.33,25,60,0.417,0.159,9,29,0.31
