close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
204001,Kristaps Porziņģis,1610612752,NYK,F,21.0,66,66,1.0,475,1107,0.429,0.464,-0.035
2546,Carmelo Anthony,1610612752,NYK,F,33.0,74,74,1.0,324,741,0.437,0.455,-0.018
201584,Courtney Lee,1610612752,NYK,G,31.0,77,77,1.0,337,729,0.462,0.45,0.012
201565,Derrick Rose,1610612752,NYK,G,28.0,64,64,1.0,287,674,0.426,0.447,-0.021
1626195,Willy Hernangomez,1610612752,NYK,C,23.0,72,72,1.0,328,646,0.508,0.475,0.033
203124,Kyle O'Quinn,1610612752,NYK,C-F,27.0,79,79,1.0,274,607,0.451,0.476,-0.025
203200,Justin Holiday,1610612752,NYK,G,28.0,82,82,1.0,253,552,0.458,0.445,0.013
201149,Joakim Noah,1610612752,NYK,C,32.0,46,46,1.0,235,468,0.502,0.483,0.019
1627758,Ron Baker,1610612752,NYK,G,24.0,48,48,1.0,125,294,0.425,0.447,-0.021
1627851,Mindaugas Kuzminskas,1610612752,NYK,F,27.0,64,64,1.0,147,280,0.525,0.443,0.082
202498,Lance Thomas,1610612752,NYK,F,29.0,45,45,1.0,108,269,0.401,0.452,-0.051
2756,Sasha Vujacic,1610612752,NYK,G,33.0,32,32,1.0,63,128,0.492,0.437,0.055
1626184,Chasson Randle,1610612752,NYK,G,24.0,24,24,1.0,59,123,0.48,0.446,0.034
1626254,Maurice Ndour,1610612752,NYK,F,25.0,25,25,1.0,40,112,0.357,0.461,-0.104
1627850,Marshall Plumlee,1610612752,NYK,C,24.0,15,15,1.0,47,93,0.505,0.47,0.035
