GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203076,Anthony Davis,Anthony,1610612740,NOP,25.0,4,3,1,0.75,11.111666666666666,9.7,29.2,0.333,3.2,13.0,0.25,19.4,19.4,1.0,3.2,6.5,9.7,0.0,0.0,3.2,0.0,3.2,0.0,13.0,42.1,38.9,63.5,4,0,61.6,26,21,67,20,41,22,9,46,21,13,28,4,6,1,33,30,30,48,29,13,21,10,72,5,7,19,7,3,3,7
Players,203121,Darius Miller,Darius,1610612740,NOP,28.0,2,1,1,0.5,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7,0.0,0,0,0.0,82,47,67,43,124,66,99,66,35,65,35,47,49,47,46,72,81,48,29,20,21,19,72,55,77,8,106,36,3,106
Players,202734,E'Twaun Moore,E'Twaun,1610612740,NOP,29.0,3,2,1,0.667,8.261666666666667,0.0,4.4,0.0,0.0,0.0,0.0,0.0,8.7,0.0,8.7,0.0,8.7,4.4,0.0,0.0,0.0,0.0,4.4,4.4,0.0,52.3,17.0,0,0,13.1,53,31,67,27,58,66,92,66,35,65,35,47,23,47,10,72,36,30,29,20,21,19,44,32,77,10,89,36,3,92
Players,203546,Ian Clark,Ian,1610612740,NOP,27.0,1,1,0,1.0,2.85,12.6,12.6,1.0,12.6,12.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,37.9,0.0,25.3,0,0,50.5,105,47,122,1,94,14,52,1,4,14,1,47,49,47,46,72,81,48,4,20,21,19,72,55,10,56,65,36,3,18
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,28.0,4,3,1,0.75,11.111666666666666,13.0,22.7,0.571,6.5,9.7,0.667,3.2,6.5,0.5,6.5,3.2,9.7,13.0,3.2,3.2,3.2,0.0,3.2,9.7,35.6,38.9,82.9,0,0,77.8,26,21,67,20,41,13,15,25,8,19,12,38,32,33,17,58,30,5,14,13,9,19,57,9,11,19,3,36,3,4
Players,202703,Nikola Mirotic,Nikola,1610612740,NOP,27.0,3,3,0,1.0,10.995,3.3,6.5,0.5,3.3,6.5,0.5,3.3,6.5,0.5,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,13.1,39.3,21.0,2,0,22.9,53,21,122,1,44,57,83,32,20,37,18,37,29,33,46,29,47,48,29,20,21,19,72,20,52,17,80,12,3,64
Players,200765,Rajon Rondo,Rajon,1610612740,NOP,32.0,4,3,1,0.75,10.061666666666667,7.2,10.7,0.667,3.6,3.6,1.0,0.0,0.0,0.0,3.6,0.0,3.6,3.6,0.0,0.0,0.0,0.0,3.6,0.0,17.9,35.8,27.6,2,0,28.6,26,21,67,20,49,32,63,21,18,57,1,47,49,47,28,72,72,36,29,20,21,19,52,55,38,21,57,12,3,50
