game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21700007,2017-10-18,MIL,BOS,1,108,100.0
21700021,2017-10-20,CLE,MIL,2,97,116.0
21700034,2017-10-21,POR,MIL,3,113,110.0
21700044,2017-10-23,CHA,MIL,4,103,94.0
21700067,2017-10-26,BOS,MIL,5,89,96.0
21700085,2017-10-29,MIL,ATL,6,117,106.0
21700103,2017-10-31,OKC,MIL,7,91,110.0
21700105,2017-11-01,MIL,CHA,8,121,126.0
21700119,2017-11-03,MIL,DET,9,96,105.0
21700149,2017-11-07,MIL,CLE,10,119,124.0
21700173,2017-11-10,MIL,SAS,11,94,87.0
21700182,2017-11-11,LAL,MIL,12,98,90.0
21700194,2017-11-13,MEM,MIL,13,110,103.0
21700209,2017-11-15,DET,MIL,14,99,95.0
21700233,2017-11-18,MIL,DAL,15,79,111.0
21700247,2017-11-20,WAS,MIL,16,88,99.0
21700264,2017-11-22,MIL,PHX,17,113,107.0
21700285,2017-11-25,MIL,UTA,18,108,121.0
21700302,2017-11-28,MIL,SAC,19,112,87.0
21700316,2017-11-30,MIL,POR,20,103,91.0
21700331,2017-12-02,SAC,MIL,21,109,104.0
21700343,2017-12-04,MIL,BOS,22,100,111.0
21700359,2017-12-06,DET,MIL,23,104,100.0
21700372,2017-12-08,DAL,MIL,24,109,102.0
21700381,2017-12-09,UTA,MIL,25,117,100.0
21700410,2017-12-13,MIL,NOP,26,108,115.0
21700426,2017-12-15,CHI,MIL,27,109,115.0
21700433,2017-12-16,MIL,HOU,28,111,115.0
21700453,2017-12-19,CLE,MIL,29,119,116.0
21700476,2017-12-22,CHA,MIL,30,109,104.0
21700481,2017-12-23,MIL,CHA,31,106,111.0
21700501,2017-12-26,CHI,MIL,32,106,115.0
21700518,2017-12-28,MIN,MIL,33,102,96.0
21700526,2017-12-29,MIL,OKC,34,97,95.0
21700546,2018-01-01,MIL,TOR,35,127,131.0
21700561,2018-01-03,IND,MIL,36,122,101.0
21700571,2018-01-05,TOR,MIL,37,110,129.0
21700583,2018-01-06,MIL,WAS,38,110,103.0
21700591,2018-01-08,MIL,IND,39,96,109.0
21700610,2018-01-10,ORL,MIL,40,110,103.0
21700622,2018-01-12,GSW,MIL,41,94,108.0
21700634,2018-01-14,MIL,MIA,42,79,97.0
21700640,2018-01-15,MIL,WAS,43,104,95.0
21700659,2018-01-17,MIA,MIL,44,101,106.0
21700678,2018-01-20,MIL,PHI,45,94,116.0
21700691,2018-01-22,PHX,MIL,46,109,105.0
21700719,2018-01-26,BKN,MIL,47,116,91.0
21700731,2018-01-28,MIL,CHI,48,110,96.0
21700741,2018-01-29,PHI,MIL,49,107,95.0
21700763,2018-02-01,MIL,MIN,50,89,108.0
21700771,2018-02-02,NYK,MIL,51,92,90.0
21700785,2018-02-04,MIL,BKN,52,109,94.0
21700801,2018-02-06,MIL,NYK,53,103,89.0
21700821,2018-02-09,MIL,MIA,54,85,91.0
21700827,2018-02-10,MIL,ORL,55,111,104.0
21700848,2018-02-13,ATL,MIL,56,97,92.0
21700865,2018-02-15,DEN,MIL,57,123,134.0
21700876,2018-02-23,MIL,TOR,58,122,119.0
21700893,2018-02-25,NOP,MIL,59,121,123.0
21700910,2018-02-27,WAS,MIL,60,104,107.0
21700913,2018-02-28,MIL,DET,61,87,110.0
21700932,2018-03-02,IND,MIL,62,96,103.0
21700947,2018-03-04,PHI,MIL,63,118,110.0
21700951,2018-03-05,MIL,IND,64,89,92.0
21700968,2018-03-07,HOU,MIL,65,99,110.0
21700981,2018-03-09,NYK,MIL,66,120,112.0
21701002,2018-03-12,MIL,MEM,67,121,103.0
21701016,2018-03-14,MIL,ORL,68,117,126.0
21701041,2018-03-17,ATL,MIL,69,122,117.0
21701050,2018-03-19,MIL,CLE,70,117,124.0
21701070,2018-03-21,LAC,MIL,71,120,127.0
21701083,2018-03-23,MIL,CHI,72,118,105.0
21701095,2018-03-25,SAS,MIL,73,106,103.0
21701115,2018-03-27,MIL,LAC,74,98,105.0
21701128,2018-03-29,MIL,GSW,75,116,107.0
21701136,2018-03-30,MIL,LAL,76,124,122.0
21701152,2018-04-01,MIL,DEN,77,125,128.0
21701162,2018-04-03,BOS,MIL,78,106,102.0
21701178,2018-04-05,BKN,MIL,79,111,119.0
21701192,2018-04-07,MIL,NYK,80,115,102.0
21701208,2018-04-09,ORL,MIL,81,102,86.0
21701223,2018-04-11,MIL,PHI,82,95,130.0
