group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1629626,Bol Bol,Bol,1610612743,DEN,20.0,3,1,2,0.333,2.2,132.0,120.0,120.0,194.2,193.8,193.8,-62.3,-73.8,-73.8,0.167,1.0,33.3,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.118,0.137,107.55,112.64,93.87,112.64,-0.044,15,0,1,0.0,0.3,0.0,364,358,82,331,272,58,84,84,448,452,452,422,434,434,95,128,25,273,346,365,439,440,340,365,264,245,113,125,125,414,340,350,340,319,340
Players,203914,Gary Harris,Gary,1610612743,DEN,25.0,33,21,12,0.636,3.4,116.8,111.3,111.3,104.8,100.9,100.9,12.0,10.4,10.4,0.071,0.0,14.3,0.0,0.047,0.022,0.0,0.0,0.643,0.692,0.113,0.116,93.76,97.9,81.58,97.9,0.064,230,10,21,0.3,0.6,0.476,32,15,341,97,101,153,159,159,152,167,167,129,130,130,202,219,153,273,323,353,1,1,75,78,276,291,392,394,394,244,97,117,195,222,142
Players,1627750,Jamal Murray,Jamal,1610612743,DEN,23.0,33,22,11,0.667,3.7,118.3,114.9,114.9,100.9,94.7,94.7,17.4,20.2,20.2,0.294,3.33,18.3,0.038,0.089,0.063,5.5,5.6,0.444,0.505,0.291,0.301,95.19,99.61,83.01,99.61,0.155,262,28,71,0.8,2.2,0.394,32,13,320,77,61,145,123,123,120,99,99,102,85,85,48,22,113,171,250,249,247,250,232,243,50,50,378,360,360,90,14,11,36,24,212
Players,203924,Jerami Grant,Jerami,1610612743,DEN,26.0,31,22,9,0.71,3.0,122.2,114.4,114.4,111.8,106.9,106.9,10.3,7.5,7.5,0.076,1.25,17.9,0.054,0.061,0.058,14.3,15.3,0.682,0.787,0.1,0.101,94.14,99.5,82.92,99.5,0.074,201,7,11,0.2,0.4,0.636,47,13,279,51,165,109,129,129,223,222,222,136,147,147,200,118,119,126,304,265,379,390,61,49,313,324,390,363,363,217,136,180,248,316,50
Players,1628966,Keita Bates-Diop,Keita,1610612743,DEN,24.0,7,2,5,0.286,2.0,121.3,117.2,117.2,164.7,161.3,161.3,-43.4,-44.0,-44.0,0.125,0.0,25.0,0.111,0.0,0.069,0.0,0.0,0.833,0.727,0.081,0.101,99.06,101.78,84.82,101.78,0.06,29,2,3,0.3,0.4,0.667,299,321,180,367,294,116,104,104,429,440,440,391,400,400,133,219,55,48,346,226,1,1,37,63,348,322,290,309,309,256,233,289,207,284,40
Players,203486,Mason Plumlee,Mason,1610612743,DEN,30.0,18,10,8,0.556,1.4,142.4,123.6,123.6,133.1,131.0,131.0,9.3,-7.3,-7.3,0.176,3.0,23.1,0.143,0.138,0.14,7.7,8.1,1.0,0.655,0.161,0.178,109.09,116.85,97.37,116.85,0.063,55,4,4,0.2,0.2,1.0,178,139,254,150,362,32,60,60,379,400,400,145,257,257,92,25,68,29,148,62,280,284,10,97,178,171,95,93,93,246,184,268,249,359,1
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,22.0,8,6,2,0.75,4.3,132.1,122.9,122.9,98.4,95.5,95.5,33.7,27.4,27.4,0.029,0.0,7.7,0.079,0.175,0.128,0.0,0.0,0.375,0.564,0.124,0.117,97.52,102.91,85.76,102.91,0.129,83,3,8,0.4,1.0,0.375,285,210,82,38,15,56,65,65,102,101,101,55,63,63,269,219,237,90,90,73,1,1,271,184,248,290,326,281,281,122,200,210,165,128,223
Players,1628420,Monté Morris,Monté,1610612743,DEN,25.0,20,13,7,0.65,2.9,116.8,108.3,108.3,125.0,118.7,118.7,-8.2,-10.4,-10.4,0.194,0.0,36.8,0.037,0.106,0.069,0.0,0.0,0.722,0.759,0.089,0.092,89.48,95.39,79.49,95.39,0.118,120,6,9,0.3,0.5,0.667,150,91,232,94,189,154,192,192,341,338,338,261,287,287,80,219,22,175,213,225,1,1,53,52,335,344,429,420,420,137,147,200,198,280,40
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,25.0,43,29,14,0.674,3.8,118.9,115.6,115.6,103.4,97.5,97.5,15.5,18.2,18.2,0.342,2.7,16.6,0.093,0.219,0.154,6.1,6.3,0.539,0.605,0.336,0.344,91.81,95.86,79.89,95.86,0.259,346,52,102,1.2,2.4,0.51,1,1,367,75,47,137,115,115,143,114,114,113,96,96,24,44,139,74,49,46,259,259,144,139,22,32,415,414,414,23,1,2,8,15,94
Players,203943,Noah Vonleh,Noah,1610612743,DEN,24.0,4,2,2,0.5,0.7,34.0,33.3,33.3,114.2,90.0,90.0,-80.2,-56.7,-56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.145,110.76,128.79,107.32,128.79,-0.308,6,0,1,0.0,0.3,0.0,344,321,82,177,417,435,432,432,253,74,74,434,417,417,285,219,285,273,346,365,1,1,340,365,214,231,80,54,54,449,340,350,340,345,340
Players,1628408,PJ Dozier,PJ,1610612743,DEN,23.0,4,2,2,0.5,2.3,128.2,113.0,113.0,153.3,150.0,150.0,-25.1,-37.0,-37.0,0.167,0.5,11.1,0.0,0.125,0.059,22.2,23.1,0.667,0.709,0.32,0.359,124.54,133.21,111.01,133.21,0.053,23,2,3,0.5,0.8,0.667,344,321,82,177,262,73,138,138,421,429,429,347,382,382,95,191,190,273,173,257,427,430,65,69,36,25,31,41,41,269,233,289,102,191,40
