season,team,team_id,sos_v1,win_pct
2016-17,ATL,1610612737,-0.39827483640690065,0.524
2016-17,BOS,1610612738,-0.25044616299821537,0.646
2016-17,CLE,1610612739,-0.1522903033908387,0.622
2016-17,NOP,1610612740,0.28420582986317666,0.415
2016-17,CHI,1610612741,-0.10276621058893515,0.5
2016-17,DAL,1610612742,-0.0318262938726948,0.402
2016-17,DEN,1610612743,0.13414634146341473,0.488
2016-17,GSW,1610612744,-0.5348007138607971,0.817
2016-17,HOU,1610612745,0.12284354550862585,0.671
2016-17,LAC,1610612746,-0.031975014872099944,0.622
2016-17,LAL,1610612747,0.5403033908387865,0.317
2016-17,MIA,1610612748,-0.06008328375966685,0.5
2016-17,MIL,1610612749,0.08491969066032123,0.512
2016-17,MIN,1610612750,0.35142772159428914,0.378
2016-17,BKN,1610612751,0.17787031528851882,0.244
2016-17,NYK,1610612752,0.04907792980368832,0.378
2016-17,ORL,1610612753,0.007584770969660902,0.354
2016-17,IND,1610612754,-0.3413146936347412,0.512
2016-17,PHI,1610612755,0.29149315883402743,0.341
2016-17,PHX,1610612756,0.34369422962522306,0.293
2016-17,POR,1610612757,0.06246281975014869,0.5
2016-17,SAC,1610612758,0.17177275431290903,0.39
2016-17,SAS,1610612759,-0.5197798929208804,0.744
2016-17,OKC,1610612760,-0.2343842950624628,0.573
2016-17,TOR,1610612761,-0.36020226055919097,0.622
2016-17,UTA,1610612762,0.006395002974419977,0.622
2016-17,MEM,1610612763,0.43486020226055927,0.524
2016-17,WAS,1610612764,-0.08625817965496732,0.598
2016-17,DET,1610612765,0.046847114812611584,0.451
2016-17,CHA,1610612766,-0.005502676977989275,0.439
