player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
203932,Aaron Gordon,Aaron,1610612753,ORL,22.0,27,9,18,0.333,2.9,109.7,108.9,108.9,112.1,105.7,105.7,-2.4,3.1,3.1,0.091,2.0,10.0,0.075,0.207,0.145,0.05,0.05,0.00464,0.00527,0.198,0.206,97.47,100.83,84.03,100.83,0.123,158,11,28,0.4,1.0,0.393,122,182,386,342,174,184,136,136,290,270,270,244,177,177,175,62,208,79,58,55,193,194,206,217,116,119,311,312,312,108,106,103,134,109,217
201167,Arron Afflalo,Arron,1610612753,ORL,32.0,8,4,4,0.5,0.4,122.7,100.0,100.0,139.6,122.2,122.2,-16.9,-22.2,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.307,116.04,136.99,114.16,136.99,-0.296,8,0,1,0.0,0.1,0.0,294,288,141,198,421,65,232,232,409,393,393,351,361,361,288,237,288,283,346,367,436,436,333,354,61,47,50,40,40,443,333,334,333,364,333
202687,Bismack Biyombo,Bismack,1610612753,ORL,25.0,11,3,8,0.273,3.7,90.9,93.2,93.2,122.3,122.1,122.1,-31.3,-28.8,-28.8,0.0,0.0,0.0,0.106,0.286,0.191,0.2,0.207,0.008,0.00851,0.109,0.108,89.75,88.72,73.93,88.72,0.179,74,4,5,0.4,0.5,0.8,264,305,212,377,70,353,321,321,369,392,392,388,379,379,288,237,288,40,17,20,393,398,33,33,291,304,407,433,433,47,207,256,155,268,30
201571,D.J. Augustin,D.J.,1610612753,ORL,30.0,27,9,18,0.333,1.8,132.6,124.1,124.1,119.2,107.1,107.1,13.4,17.0,17.0,0.147,2.5,20.8,0.024,0.118,0.075,0.083,0.087,0.006670000000000001,0.00752,0.156,0.162,102.82,112.21,93.51,112.21,0.105,108,6,12,0.2,0.4,0.5,122,182,386,342,330,42,35,35,352,287,287,102,79,79,118,42,76,220,187,208,263,276,57,48,199,204,175,115,115,154,166,192,237,274,89
203095,Evan Fournier,Evan,1610612753,ORL,25.0,31,11,20,0.355,3.1,100.4,100.5,100.5,111.8,108.5,108.5,-11.4,-8.0,-8.0,0.175,1.17,9.2,0.01,0.047,0.029,0.079,0.079,0.00464,0.00532,0.309,0.322,100.33,101.79,84.82,101.79,0.108,197,21,55,0.7,1.8,0.382,87,152,415,337,150,298,230,230,285,303,303,315,290,290,95,121,224,275,332,348,253,252,208,205,42,42,231,290,290,147,42,36,50,41,227
1628503,Jamel Artis,Jamel,1610612753,ORL,25.0,2,2,0,1.0,3.0,90.4,92.3,92.3,84.2,76.9,76.9,6.2,15.4,15.4,0.0,0.0,0.0,0.0,0.222,0.167,1.0,1.0,0.0,0.0,0.071,0.075,99.81,103.14,85.95,103.14,0.167,13,0,0,0.0,0.0,0.0,380,329,1,1,155,355,331,331,52,50,50,154,88,88,288,237,288,283,44,30,446,446,333,354,352,354,247,269,269,58,333,379,333,379,333
1628371,Jonathan Isaac,Jonathan,1610612753,ORL,20.0,8,3,5,0.375,1.3,107.4,85.7,85.7,116.7,112.5,112.5,-9.3,-26.8,-26.8,0.2,0.0,50.0,0.0,0.091,0.056,0.0,0.0,0.015,0.015,0.045,0.056,106.47,118.55,98.79,118.55,0.128,21,1,1,0.1,0.1,1.0,294,305,162,316,365,220,359,359,329,339,339,295,372,372,69,237,7,283,260,281,1,1,1,1,374,372,101,73,73,103,282,334,288,364,1
203613,Jonathon Simmons,Jonathon,1610612753,ORL,28.0,31,10,21,0.323,2.9,101.2,97.7,97.7,114.3,111.4,111.4,-13.0,-13.7,-13.7,0.137,0.88,17.9,0.056,0.073,0.065,0.205,0.207,0.005,0.0055000000000000005,0.158,0.167,95.35,98.26,81.89,98.26,0.07,175,9,21,0.3,0.7,0.429,87,167,426,360,181,295,277,277,313,333,333,328,328,328,129,182,99,116,297,254,399,397,142,189,192,192,351,360,360,247,122,134,192,197,174
203920,Khem Birch,Khem,1610612753,ORL,25.0,9,5,4,0.556,2.0,97.3,97.4,97.4,107.9,95.2,95.2,-10.6,2.1,2.1,0.125,1.0,12.5,0.0,0.118,0.059,0.125,0.133,0.01,0.00906,0.171,0.163,98.09,104.46,87.05,104.46,0.142,38,2,2,0.2,0.2,1.0,284,268,141,151,298,328,282,282,243,120,120,307,187,187,136,129,172,283,187,270,335,345,10,25,161,203,286,241,241,89,253,306,237,338,1
1626209,Mario Hezonja,Mario,1610612753,ORL,23.0,18,5,13,0.278,2.6,104.8,102.1,102.1,103.5,93.1,93.1,1.2,9.0,9.0,0.045,1.0,4.0,0.023,0.148,0.093,0.04,0.040999999999999995,0.0045000000000000005,0.00508,0.226,0.237,94.34,100.82,84.02,100.82,0.11,94,8,20,0.4,1.1,0.4,214,268,305,376,213,258,212,212,181,111,111,197,131,131,251,129,278,223,129,149,179,180,220,237,70,77,364,313,313,142,134,141,117,96,201
