group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,201143,Al Horford,Al,1610612738,BOS,38.0,21,15,6,0.714,3.4,0.429,0.571,0.211,0.0,0.632,0.0,0.157,0.0,0.211,0.0,1.0,1.0,0.0,0.667,0.333,6,14,0.429,148,69,218,56,106,289,108,305,128,36,169,228,226,288,286,1,1,79,169,165,165,161,194
Players,1628401,Derrick White,Derrick,1610612738,BOS,29.0,29,20,9,0.69,3.6,0.233,0.767,0.148,0.0,0.667,0.056,0.185,0.093,0.148,0.25,0.75,0.917,0.083,0.75,0.25,16,30,0.533,72,20,288,64,92,356,43,322,128,30,142,211,186,312,256,71,144,77,136,206,57,74,94
Players,1630531,Jaden Springer,Jaden,1610612738,BOS,21.0,2,1,1,0.5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,393,359,29,200,334,238,130,332,128,222,169,272,226,329,286,251,217,79,323,259,355,330,355
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,27.0,29,17,12,0.586,3.9,0.625,0.375,0.607,0.143,0.161,0.071,0.232,0.054,0.464,0.412,0.588,1.0,0.0,0.5,0.5,20,40,0.5,72,44,337,136,54,182,216,132,38,192,116,173,215,163,210,122,1,79,218,108,42,52,103
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,26.0,29,18,11,0.621,3.8,0.705,0.295,0.386,0.048,0.217,0.096,0.397,0.157,0.337,0.125,0.875,0.5,0.5,0.227,0.773,22,61,0.361,72,28,324,113,63,145,254,241,109,171,86,52,119,227,278,53,190,23,308,47,36,22,264
Players,201950,Jrue Holiday,Jrue,1610612738,BOS,34.0,28,18,10,0.643,4.0,0.619,0.381,0.368,0.0,0.237,0.0,0.395,0.158,0.368,0.714,0.286,0.667,0.333,0.7,0.3,10,21,0.476,87,28,303,95,45,185,214,245,128,165,169,53,117,209,106,224,172,42,162,191,111,126,161
Players,204001,Kristaps Porziņģis,Kristaps,1610612738,BOS,28.0,23,13,10,0.565,3.6,0.567,0.433,0.481,0.074,0.222,0.074,0.297,0.241,0.407,0.538,0.462,1.0,0.0,0.647,0.353,17,30,0.567,132,99,303,152,97,218,181,193,81,170,112,105,64,183,164,168,1,79,191,163,54,74,79
Players,1628436,Luke Kornet,Luke,1610612738,BOS,28.0,7,4,3,0.571,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,294,261,132,141,415,1,324,1,128,222,169,272,226,1,1,251,217,79,1,259,290,330,103
Players,1629674,Neemias Queta,Neemias,1610612738,BOS,24.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,420,359,1,1,462,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1629052,Oshae Brissett,Oshae,1610612738,BOS,26.0,3,2,1,0.667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,364,315,29,70,430,371,324,332,128,222,169,272,226,329,286,251,217,79,323,259,355,399,355
Players,1630202,Payton Pritchard,Payton,1610612738,BOS,26.0,13,9,4,0.692,1.2,0.75,0.25,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,229,167,164,62,399,119,268,173,128,222,169,21,226,147,1,251,217,79,1,259,290,273,329
Players,1630573,Sam Hauser,Sam,1610612738,BOS,26.0,9,5,4,0.556,1.7,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,265,240,164,157,365,297,97,332,128,222,169,272,226,329,286,251,217,79,323,259,355,253,355
Players,1629004,Svi Mykhailiuk,Svi,1610612738,BOS,27.0,1,1,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,420,359,1,1,335,371,1,332,128,222,169,272,226,329,286,251,217,79,323,259,355,364,355
Players,1630214,Xavier Tillman,Xavier,1610612738,BOS,25.0,8,4,4,0.5,3.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,4,0.25,278,261,164,200,83,1,324,1,128,222,169,272,1,1,286,1,217,79,323,1,290,273,329
