GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
42400111,2025-04-20,BOS,ORL,HOME,RND1,1
42400111,2025-04-20,BOS,ORL,HOME,RND1,2
42400112,2025-04-23,BOS,ORL,HOME,RND1,3
42400112,2025-04-23,BOS,ORL,HOME,RND1,4
42400113,2025-04-25,BOS,ORL,AWAY,RND1,5
42400113,2025-04-25,BOS,ORL,AWAY,RND1,6
42400114,2025-04-27,BOS,ORL,AWAY,RND1,7
42400114,2025-04-27,BOS,ORL,AWAY,RND1,8
42400115,2025-04-29,BOS,ORL,HOME,RND1,9
42400115,2025-04-29,BOS,ORL,HOME,RND1,10
42400211,2025-05-05,BOS,NYK,HOME,SF,1
42400211,2025-05-05,BOS,NYK,HOME,SF,2
42400212,2025-05-07,BOS,NYK,HOME,SF,3
42400212,2025-05-07,BOS,NYK,HOME,SF,4
42400213,2025-05-10,BOS,NYK,AWAY,SF,5
42400213,2025-05-10,BOS,NYK,AWAY,SF,6
42400214,2025-05-12,BOS,NYK,AWAY,SF,7
42400214,2025-05-12,BOS,NYK,AWAY,SF,8
42400215,2025-05-14,BOS,NYK,HOME,SF,9
42400215,2025-05-14,BOS,NYK,HOME,SF,10
42400216,2025-05-16,BOS,NYK,AWAY,SF,11
42400216,2025-05-16,BOS,NYK,AWAY,SF,12
42400101,2025-04-20,CLE,MIA,HOME,RND1,1
42400101,2025-04-20,CLE,MIA,HOME,RND1,2
42400102,2025-04-23,CLE,MIA,HOME,RND1,3
42400102,2025-04-23,CLE,MIA,HOME,RND1,4
42400103,2025-04-26,CLE,MIA,AWAY,RND1,5
42400103,2025-04-26,CLE,MIA,AWAY,RND1,6
42400104,2025-04-28,CLE,MIA,AWAY,RND1,7
42400104,2025-04-28,CLE,MIA,AWAY,RND1,8
42400201,2025-05-04,CLE,IND,HOME,SF,1
42400201,2025-05-04,CLE,IND,HOME,SF,2
42400202,2025-05-06,CLE,IND,HOME,SF,3
42400202,2025-05-06,CLE,IND,HOME,SF,4
42400203,2025-05-09,CLE,IND,AWAY,SF,5
42400203,2025-05-09,CLE,IND,AWAY,SF,6
42400204,2025-05-11,CLE,IND,AWAY,SF,7
42400204,2025-05-11,CLE,IND,AWAY,SF,8
42400205,2025-05-13,CLE,IND,HOME,SF,9
42400205,2025-05-13,CLE,IND,HOME,SF,10
42400171,2025-04-19,DEN,LAC,HOME,RND1,1
42400171,2025-04-19,DEN,LAC,HOME,RND1,2
42400172,2025-04-21,DEN,LAC,HOME,RND1,3
42400172,2025-04-21,DEN,LAC,HOME,RND1,4
42400173,2025-04-24,DEN,LAC,AWAY,RND1,5
42400173,2025-04-24,DEN,LAC,AWAY,RND1,6
42400174,2025-04-26,DEN,LAC,AWAY,RND1,7
42400174,2025-04-26,DEN,LAC,AWAY,RND1,8
42400175,2025-04-29,DEN,LAC,HOME,RND1,9
42400175,2025-04-29,DEN,LAC,HOME,RND1,10
42400176,2025-05-01,DEN,LAC,AWAY,RND1,11
42400176,2025-05-01,DEN,LAC,AWAY,RND1,12
42400177,2025-05-03,DEN,LAC,HOME,RND1,13
42400177,2025-05-03,DEN,LAC,HOME,RND1,14
42400221,2025-05-05,DEN,OKC,AWAY,SF,1
42400221,2025-05-05,DEN,OKC,AWAY,SF,2
42400222,2025-05-07,DEN,OKC,AWAY,SF,3
42400222,2025-05-07,DEN,OKC,AWAY,SF,4
42400223,2025-05-09,DEN,OKC,HOME,SF,5
42400223,2025-05-09,DEN,OKC,HOME,SF,6
42400224,2025-05-11,DEN,OKC,HOME,SF,7
42400224,2025-05-11,DEN,OKC,HOME,SF,8
42400225,2025-05-13,DEN,OKC,AWAY,SF,9
42400225,2025-05-13,DEN,OKC,AWAY,SF,10
42400226,2025-05-15,DEN,OKC,HOME,SF,11
42400226,2025-05-15,DEN,OKC,HOME,SF,12
42400227,2025-05-18,DEN,OKC,AWAY,SF,13
42400227,2025-05-18,DEN,OKC,AWAY,SF,14
42400121,2025-04-19,DET,NYK,AWAY,RND1,1
42400121,2025-04-19,DET,NYK,AWAY,RND1,2
42400122,2025-04-21,DET,NYK,AWAY,RND1,3
42400122,2025-04-21,DET,NYK,AWAY,RND1,4
42400123,2025-04-24,DET,NYK,HOME,RND1,5
42400123,2025-04-24,DET,NYK,HOME,RND1,6
42400124,2025-04-27,DET,NYK,HOME,RND1,7
42400124,2025-04-27,DET,NYK,HOME,RND1,8
42400125,2025-04-29,DET,NYK,AWAY,RND1,9
42400125,2025-04-29,DET,NYK,AWAY,RND1,10
42400126,2025-05-01,DET,NYK,HOME,RND1,11
42400126,2025-05-01,DET,NYK,HOME,RND1,12
42400151,2025-04-20,GSW,HOU,AWAY,RND1,1
42400151,2025-04-20,GSW,HOU,AWAY,RND1,2
42400152,2025-04-23,GSW,HOU,AWAY,RND1,3
42400152,2025-04-23,GSW,HOU,AWAY,RND1,4
42400153,2025-04-26,GSW,HOU,HOME,RND1,5
42400153,2025-04-26,GSW,HOU,HOME,RND1,6
42400154,2025-04-28,GSW,HOU,HOME,RND1,7
42400154,2025-04-28,GSW,HOU,HOME,RND1,8
42400155,2025-04-30,GSW,HOU,AWAY,RND1,9
42400155,2025-04-30,GSW,HOU,AWAY,RND1,10
42400156,2025-05-02,GSW,HOU,HOME,RND1,11
42400156,2025-05-02,GSW,HOU,HOME,RND1,12
42400157,2025-05-04,GSW,HOU,AWAY,RND1,13
42400157,2025-05-04,GSW,HOU,AWAY,RND1,14
42400231,2025-05-06,GSW,MIN,AWAY,SF,1
42400231,2025-05-06,GSW,MIN,AWAY,SF,2
42400232,2025-05-08,GSW,MIN,AWAY,SF,3
42400232,2025-05-08,GSW,MIN,AWAY,SF,4
42400233,2025-05-10,GSW,MIN,HOME,SF,5
42400233,2025-05-10,GSW,MIN,HOME,SF,6
42400234,2025-05-12,GSW,MIN,HOME,SF,7
42400234,2025-05-12,GSW,MIN,HOME,SF,8
42400235,2025-05-14,GSW,MIN,AWAY,SF,9
42400235,2025-05-14,GSW,MIN,AWAY,SF,10
42400151,2025-04-20,HOU,GSW,HOME,RND1,1
42400151,2025-04-20,HOU,GSW,HOME,RND1,2
42400152,2025-04-23,HOU,GSW,HOME,RND1,3
42400152,2025-04-23,HOU,GSW,HOME,RND1,4
42400153,2025-04-26,HOU,GSW,AWAY,RND1,5
42400153,2025-04-26,HOU,GSW,AWAY,RND1,6
42400154,2025-04-28,HOU,GSW,AWAY,RND1,7
42400154,2025-04-28,HOU,GSW,AWAY,RND1,8
42400155,2025-04-30,HOU,GSW,HOME,RND1,9
42400155,2025-04-30,HOU,GSW,HOME,RND1,10
