season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,game_week,pf,opp_pf,wl,differential
2021-22,1610612737,ATL,22100597,2022-01-09,ATL,LAC,LAC,1610612746,39,93,106,L,-13
2021-22,1610612737,ATL,22100621,2022-01-12,MIA,ATL,MIA,1610612748,40,91,115,L,-24
2021-22,1610612737,ATL,22100636,2022-01-14,ATL,MIA,MIA,1610612748,41,118,124,L,-6
2021-22,1610612737,ATL,22100643,2022-01-15,NYK,ATL,NYK,1610612752,42,108,117,L,-9
2021-22,1610612737,ATL,22100660,2022-01-17,MIL,ATL,MIL,1610612749,43,121,114,W,7
2021-22,1610612737,ATL,22100670,2022-01-19,MIN,ATL,MIN,1610612750,44,134,122,W,12
2021-22,1610612737,ATL,22100687,2022-01-21,MIA,ATL,MIA,1610612748,45,110,108,W,2
2021-22,1610612737,ATL,22100703,2022-01-23,ATL,CHA,CHA,1610612766,46,113,91,W,22
2021-22,1610612737,ATL,22100725,2022-01-26,SAC,ATL,SAC,1610612758,47,121,104,W,17
2021-22,1610612737,ATL,22100737,2022-01-28,BOS,ATL,BOS,1610612738,48,108,92,W,16
2021-22,1610612737,ATL,22100751,2022-01-30,LAL,ATL,LAL,1610612747,49,129,121,W,8
2021-22,1610612737,ATL,22100767,2022-01-31,TOR,ATL,TOR,1610612761,50,100,106,L,-6
2021-22,1610612737,ATL,22100783,2022-02-03,PHX,ATL,PHX,1610612756,51,124,115,W,9
2021-22,1610612737,ATL,22100790,2022-02-04,ATL,TOR,TOR,1610612761,52,114,125,L,-11
2021-22,1610612737,ATL,22100807,2022-02-06,ATL,DAL,DAL,1610612742,53,94,103,L,-9
2021-22,1610612737,ATL,22100816,2022-02-08,IND,ATL,IND,1610612754,54,133,112,W,21
2021-22,1610612737,ATL,22100841,2022-02-11,SAS,ATL,SAS,1610612759,55,121,136,L,-15
2021-22,1610612737,ATL,22100856,2022-02-13,ATL,BOS,BOS,1610612738,56,95,105,L,-10
2021-22,1610612737,ATL,22100867,2022-02-15,CLE,ATL,CLE,1610612739,57,124,116,W,8
2021-22,1610612737,ATL,22100874,2022-02-16,ATL,ORL,ORL,1610612753,58,130,109,W,21
2021-22,1610612737,ATL,22100891,2022-02-24,ATL,CHI,CHI,1610612741,59,108,112,L,-4
2021-22,1610612737,ATL,22100906,2022-02-26,TOR,ATL,TOR,1610612761,60,127,100,W,27
2021-22,1610612737,ATL,22100927,2022-03-01,ATL,BOS,BOS,1610612738,61,98,107,L,-9
2021-22,1610612737,ATL,22100710,2022-03-03,CHI,ATL,CHI,1610612741,62,130,124,W,6
2021-22,1610612737,ATL,22100948,2022-03-04,ATL,WAS,WAS,1610612764,63,117,114,W,3
2021-22,1610612737,ATL,22100968,2022-03-07,ATL,DET,DET,1610612765,64,110,113,L,-3
2021-22,1610612737,ATL,22100984,2022-03-09,ATL,MIL,MIL,1610612749,65,115,124,L,-9
2021-22,1610612737,ATL,22100996,2022-03-11,LAC,ATL,LAC,1610612746,66,112,106,W,6
2021-22,1610612737,ATL,22101016,2022-03-13,IND,ATL,IND,1610612754,67,131,128,W,3
2021-22,1610612737,ATL,22101021,2022-03-14,POR,ATL,POR,1610612757,68,122,113,W,9
2021-22,1610612737,ATL,22101033,2022-03-16,ATL,CHA,CHA,1610612766,69,106,116,L,-10
2021-22,1610612737,ATL,22101047,2022-03-18,MEM,ATL,MEM,1610612763,70,120,105,W,15
2021-22,1610612737,ATL,22101064,2022-03-20,NOP,ATL,NOP,1610612740,71,112,117,L,-5
2021-22,1610612737,ATL,22101081,2022-03-22,ATL,NYK,NYK,1610612752,72,117,111,W,6
2021-22,1610612737,ATL,22101085,2022-03-23,ATL,DET,DET,1610612765,73,101,122,L,-21
2021-22,1610612737,ATL,22101102,2022-03-25,GSW,ATL,GSW,1610612744,74,121,110,W,11
2021-22,1610612737,ATL,22101124,2022-03-28,ATL,IND,IND,1610612754,75,132,123,W,9
2021-22,1610612737,ATL,22101143,2022-03-30,ATL,OKC,OKC,1610612760,76,136,118,W,18
2021-22,1610612737,ATL,22100452,2022-03-31,CLE,ATL,CLE,1610612739,77,131,107,W,24
2021-22,1610612737,ATL,22101163,2022-04-02,BKN,ATL,BKN,1610612751,78,122,115,W,7
2021-22,1610612737,ATL,22101182,2022-04-05,ATL,TOR,TOR,1610612761,79,108,118,L,-10
2021-22,1610612737,ATL,22101192,2022-04-06,WAS,ATL,WAS,1610612764,80,118,103,W,15
2021-22,1610612737,ATL,22101207,2022-04-08,ATL,MIA,MIA,1610612748,81,109,113,L,-4
2021-22,1610612737,ATL,22101221,2022-04-10,ATL,HOU,HOU,1610612745,82,130,114,W,16
2021-22,1610612751,BKN,22100001,2021-10-19,BKN,MIL,MIL,1610612749,1,104,127,L,-23
2021-22,1610612751,BKN,22100021,2021-10-22,BKN,PHI,PHI,1610612755,2,114,109,W,5
2021-22,1610612751,BKN,22100035,2021-10-24,CHA,BKN,CHA,1610612766,3,95,111,L,-16
2021-22,1610612751,BKN,22100044,2021-10-25,WAS,BKN,WAS,1610612764,4,104,90,W,14
2021-22,1610612751,BKN,22100057,2021-10-27,MIA,BKN,MIA,1610612748,5,93,106,L,-13
2021-22,1610612751,BKN,22100072,2021-10-29,IND,BKN,IND,1610612754,6,105,98,W,7
2021-22,1610612751,BKN,22100092,2021-10-31,DET,BKN,DET,1610612765,7,117,91,W,26
2021-22,1610612751,BKN,22100113,2021-11-03,ATL,BKN,ATL,1610612737,8,117,108,W,9
2021-22,1610612751,BKN,22100124,2021-11-05,BKN,DET,DET,1610612765,9,96,90,W,6
2021-22,1610612751,BKN,22100139,2021-11-07,BKN,TOR,TOR,1610612761,10,116,103,W,13
2021-22,1610612751,BKN,22100148,2021-11-08,BKN,CHI,CHI,1610612741,11,95,118,L,-23
2021-22,1610612751,BKN,22100159,2021-11-10,BKN,ORL,ORL,1610612753,12,123,90,W,33
2021-22,1610612751,BKN,22100179,2021-11-12,BKN,NOP,NOP,1610612740,13,120,112,W,8
2021-22,1610612751,BKN,22100196,2021-11-14,BKN,OKC,OKC,1610612760,14,120,96,W,24
2021-22,1610612751,BKN,22100210,2021-11-16,GSW,BKN,GSW,1610612744,15,99,117,L,-18
2021-22,1610612751,BKN,22100216,2021-11-17,CLE,BKN,CLE,1610612739,16,109,99,W,10
2021-22,1610612751,BKN,22100233,2021-11-19,ORL,BKN,ORL,1610612753,17,115,113,W,2
2021-22,1610612751,BKN,22100253,2021-11-22,BKN,CLE,CLE,1610612739,18,117,112,W,5
2021-22,1610612751,BKN,22100270,2021-11-24,BKN,BOS,BOS,1610612738,19,123,104,W,19
2021-22,1610612751,BKN,22100294,2021-11-27,PHX,BKN,PHX,1610612756,20,107,113,L,-6
2021-22,1610612751,BKN,22100314,2021-11-30,NYK,BKN,NYK,1610612752,21,112,110,W,2
2021-22,1610612751,BKN,22100336,2021-12-03,MIN,BKN,MIN,1610612750,22,110,105,W,5
2021-22,1610612751,BKN,22100343,2021-12-04,CHI,BKN,CHI,1610612741,23,107,111,L,-4
2021-22,1610612751,BKN,22100363,2021-12-07,BKN,DAL,DAL,1610612742,24,102,99,W,3
2021-22,1610612751,BKN,22100372,2021-12-08,BKN,HOU,HOU,1610612745,25,104,114,L,-10
2021-22,1610612751,BKN,22100384,2021-12-10,BKN,ATL,ATL,1610612737,26,113,105,W,8
2021-22,1610612751,BKN,22100399,2021-12-12,BKN,DET,DET,1610612765,27,116,104,W,12
2021-22,1610612751,BKN,22100413,2021-12-14,TOR,BKN,TOR,1610612761,28,131,129,W,2
2021-22,1610612751,BKN,22100429,2021-12-16,PHI,BKN,PHI,1610612755,29,114,105,W,9
2021-22,1610612751,BKN,22100442,2021-12-18,ORL,BKN,ORL,1610612753,30,93,100,L,-7
2021-22,1610612751,BKN,22100491,2021-12-25,BKN,LAL,LAL,1610612747,31,122,115,W,7
2021-22,1610612751,BKN,22100507,2021-12-27,BKN,LAC,LAC,1610612746,32,124,108,W,16
2021-22,1610612751,BKN,22100525,2021-12-30,PHI,BKN,PHI,1610612755,33,102,110,L,-8
2021-22,1610612751,BKN,22100542,2022-01-01,LAC,BKN,LAC,1610612746,34,116,120,L,-4
2021-22,1610612751,BKN,22100554,2022-01-03,MEM,BKN,MEM,1610612763,35,104,118,L,-14
2021-22,1610612751,BKN,22100571,2022-01-05,BKN,IND,IND,1610612754,36,129,121,W,8
2021-22,1610612751,BKN,22100583,2022-01-07,MIL,BKN,MIL,1610612749,37,109,121,L,-12
2021-22,1610612751,BKN,22100602,2022-01-09,SAS,BKN,SAS,1610612759,38,121,119,W,2
2021-22,1610612751,BKN,22100486,2022-01-10,BKN,POR,POR,1610612757,39,108,114,L,-6
2021-22,1610612751,BKN,22100625,2022-01-12,BKN,CHI,CHI,1610612741,40,138,112,W,26
2021-22,1610612751,BKN,22100630,2022-01-13,OKC,BKN,OKC,1610612760,41,109,130,L,-21
2021-22,1610612751,BKN,22100644,2022-01-15,NOP,BKN,NOP,1610612740,42,120,105,W,15
2021-22,1610612751,BKN,22100657,2022-01-17,BKN,CLE,CLE,1610612739,43,107,114,L,-7
2021-22,1610612751,BKN,22100669,2022-01-19,BKN,WAS,WAS,1610612764,44,119,118,W,1
2021-22,1610612751,BKN,22100691,2022-01-21,BKN,SAS,SAS,1610612759,45,117,102,W,15
2021-22,1610612751,BKN,22100706,2022-01-23,BKN,MIN,MIN,1610612750,46,125,136,L,-11
2021-22,1610612751,BKN,22100718,2022-01-25,LAL,BKN,LAL,1610612747,47,96,106,L,-10
2021-22,1610612751,BKN,22100453,2022-01-26,DEN,BKN,DEN,1610612743,48,118,124,L,-6
2021-22,1610612751,BKN,22100750,2022-01-29,BKN,GSW,GSW,1610612744,49,106,110,L,-4
2021-22,1610612751,BKN,22100772,2022-02-01,BKN,PHX,PHX,1610612756,50,111,121,L,-10
2021-22,1610612751,BKN,22100780,2022-02-02,BKN,SAC,SAC,1610612758,51,101,112,L,-11
2021-22,1610612751,BKN,22100793,2022-02-04,BKN,UTA,UTA,1610612762,52,102,125,L,-23
2021-22,1610612751,BKN,22100804,2022-02-06,BKN,DEN,DEN,1610612743,53,104,124,L,-20
2021-22,1610612751,BKN,22100817,2022-02-08,BOS,BKN,BOS,1610612738,54,91,126,L,-35
2021-22,1610612751,BKN,22100832,2022-02-10,BKN,WAS,WAS,1610612764,55,112,113,L,-1
2021-22,1610612751,BKN,22100851,2022-02-12,BKN,MIA,MIA,1610612748,56,111,115,L,-4
2021-22,1610612751,BKN,22100859,2022-02-14,SAC,BKN,SAC,1610612758,57,109,85,W,24
2021-22,1610612751,BKN,22100877,2022-02-16,BKN,NYK,NYK,1610612752,58,111,106,W,5
2021-22,1610612751,BKN,22100464,2022-02-17,WAS,BKN,WAS,1610612764,59,103,117,L,-14
2021-22,1610612751,BKN,22100890,2022-02-24,BOS,BKN,BOS,1610612738,60,106,129,L,-23
2021-22,1610612751,BKN,22100910,2022-02-26,BKN,MIL,MIL,1610612749,61,126,123,W,3
2021-22,1610612751,BKN,22100726,2022-02-28,TOR,BKN,TOR,1610612761,62,97,133,L,-36
2021-22,1610612751,BKN,22100928,2022-03-01,BKN,TOR,TOR,1610612761,63,108,109,L,-1
2021-22,1610612751,BKN,22100941,2022-03-03,MIA,BKN,MIA,1610612748,64,107,113,L,-6
2021-22,1610612751,BKN,22100960,2022-03-06,BKN,BOS,BOS,1610612738,65,120,126,L,-6
2021-22,1610612751,BKN,22100975,2022-03-08,BKN,CHA,CHA,1610612766,66,132,121,W,11
2021-22,1610612751,BKN,22100993,2022-03-10,BKN,PHI,PHI,1610612755,67,129,100,W,29
2021-22,1610612751,BKN,22101012,2022-03-13,NYK,BKN,NYK,1610612752,68,110,107,W,3
2021-22,1610612751,BKN,22101030,2022-03-15,BKN,ORL,ORL,1610612753,69,150,108,W,42
2021-22,1610612751,BKN,22101036,2022-03-16,DAL,BKN,DAL,1610612742,70,111,113,L,-2
2021-22,1610612751,BKN,22101048,2022-03-18,POR,BKN,POR,1610612757,71,128,123,W,5
2021-22,1610612751,BKN,22101075,2022-03-21,UTA,BKN,UTA,1610612762,72,114,106,W,8
2021-22,1610612751,BKN,22101089,2022-03-23,BKN,MEM,MEM,1610612763,73,120,132,L,-12
2021-22,1610612751,BKN,22101111,2022-03-26,BKN,MIA,MIA,1610612748,74,110,95,W,15
2021-22,1610612751,BKN,22101120,2022-03-27,CHA,BKN,CHA,1610612766,75,110,119,L,-9
2021-22,1610612751,BKN,22101133,2022-03-29,DET,BKN,DET,1610612765,76,130,123,W,7
2021-22,1610612751,BKN,22101148,2022-03-31,MIL,BKN,MIL,1610612749,77,119,120,L,-1
2021-22,1610612751,BKN,22101163,2022-04-02,BKN,ATL,ATL,1610612737,78,115,122,L,-7
2021-22,1610612751,BKN,22101180,2022-04-05,HOU,BKN,HOU,1610612745,79,118,105,W,13
2021-22,1610612751,BKN,22101191,2022-04-06,BKN,NYK,NYK,1610612752,80,110,98,W,12
2021-22,1610612751,BKN,22101205,2022-04-08,CLE,BKN,CLE,1610612739,81,118,107,W,11
2021-22,1610612751,BKN,22101216,2022-04-10,IND,BKN,IND,1610612754,82,134,126,W,8
2021-22,1610612738,BOS,22100005,2021-10-20,BOS,NYK,NYK,1610612752,1,134,138,L,-4
2021-22,1610612738,BOS,22100020,2021-10-22,TOR,BOS,TOR,1610612761,2,83,115,L,-32
2021-22,1610612738,BOS,22100037,2021-10-24,BOS,HOU,HOU,1610612745,3,107,97,W,10
2021-22,1610612738,BOS,22100041,2021-10-25,BOS,CHA,CHA,1610612766,4,140,129,W,11
2021-22,1610612738,BOS,22100056,2021-10-27,WAS,BOS,WAS,1610612764,5,107,116,L,-9
2021-22,1610612738,BOS,22100078,2021-10-30,BOS,WAS,WAS,1610612764,6,112,115,L,-3
2021-22,1610612738,BOS,22100098,2021-11-01,CHI,BOS,CHI,1610612741,7,114,128,L,-14
2021-22,1610612738,BOS,22100110,2021-11-03,BOS,ORL,ORL,1610612753,8,92,79,W,13
2021-22,1610612738,BOS,22100121,2021-11-04,BOS,MIA,MIA,1610612748,9,95,78,W,17
2021-22,1610612738,BOS,22100136,2021-11-06,BOS,DAL,DAL,1610612742,10,104,107,L,-3
2021-22,1610612738,BOS,22100160,2021-11-10,TOR,BOS,TOR,1610612761,11,104,88,W,16
2021-22,1610612738,BOS,22100175,2021-11-12,MIL,BOS,MIL,1610612749,12,122,113,W,9
2021-22,1610612738,BOS,22100190,2021-11-13,BOS,CLE,CLE,1610612739,13,89,91,L,-2
2021-22,1610612738,BOS,22100199,2021-11-15,BOS,CLE,CLE,1610612739,14,98,92,W,6
2021-22,1610612738,BOS,22100215,2021-11-17,BOS,ATL,ATL,1610612737,15,99,110,L,-11
2021-22,1610612738,BOS,22100232,2021-11-19,LAL,BOS,LAL,1610612747,16,130,108,W,22
2021-22,1610612738,BOS,22100243,2021-11-20,OKC,BOS,OKC,1610612760,17,111,105,W,6
2021-22,1610612738,BOS,22100256,2021-11-22,HOU,BOS,HOU,1610612745,18,108,90,W,18
2021-22,1610612738,BOS,22100270,2021-11-24,BKN,BOS,BKN,1610612751,19,104,123,L,-19
2021-22,1610612738,BOS,22100287,2021-11-26,BOS,SAS,SAS,1610612759,20,88,96,L,-8
2021-22,1610612738,BOS,22100302,2021-11-28,BOS,TOR,TOR,1610612761,21,109,97,W,12
2021-22,1610612738,BOS,22100322,2021-12-01,PHI,BOS,PHI,1610612755,22,88,87,W,1
2021-22,1610612738,BOS,22100339,2021-12-03,BOS,UTA,UTA,1610612762,23,130,137,L,-7
2021-22,1610612738,BOS,22100347,2021-12-04,BOS,POR,POR,1610612757,24,145,117,W,28
2021-22,1610612738,BOS,22100365,2021-12-07,BOS,LAL,LAL,1610612747,25,102,117,L,-15
2021-22,1610612738,BOS,22100378,2021-12-08,BOS,LAC,LAC,1610612746,26,111,114,L,-3
2021-22,1610612738,BOS,22100390,2021-12-10,BOS,PHX,PHX,1610612756,27,90,111,L,-21
2021-22,1610612738,BOS,22100408,2021-12-13,MIL,BOS,MIL,1610612749,28,117,103,W,14
2021-22,1610612738,BOS,22100435,2021-12-17,GSW,BOS,GSW,1610612744,29,107,111,L,-4
2021-22,1610612738,BOS,22100445,2021-12-18,NYK,BOS,NYK,1610612752,30,114,107,W,7
2021-22,1610612738,BOS,22100457,2021-12-20,PHI,BOS,PHI,1610612755,31,103,108,L,-5
2021-22,1610612738,BOS,22100471,2021-12-22,CLE,BOS,CLE,1610612739,32,111,101,W,10
2021-22,1610612738,BOS,22100489,2021-12-25,BOS,MIL,MIL,1610612749,33,113,117,L,-4
2021-22,1610612738,BOS,22100503,2021-12-27,BOS,MIN,MIN,1610612750,34,103,108,L,-5
2021-22,1610612738,BOS,22100518,2021-12-29,LAC,BOS,LAC,1610612746,35,82,91,L,-9
2021-22,1610612738,BOS,22100529,2021-12-31,PHX,BOS,PHX,1610612756,36,123,108,W,15
2021-22,1610612738,BOS,22100546,2022-01-02,ORL,BOS,ORL,1610612753,37,116,111,W,5
2021-22,1610612738,BOS,22100570,2022-01-05,SAS,BOS,SAS,1610612759,38,97,99,L,-2
2021-22,1610612738,BOS,22100578,2022-01-06,BOS,NYK,NYK,1610612752,39,105,108,L,-3
2021-22,1610612738,BOS,22100595,2022-01-08,NYK,BOS,NYK,1610612752,40,99,75,W,24
2021-22,1610612738,BOS,22100609,2022-01-10,IND,BOS,IND,1610612754,41,101,98,W,3
2021-22,1610612738,BOS,22100618,2022-01-12,BOS,IND,IND,1610612754,42,119,100,W,19
2021-22,1610612738,BOS,22100635,2022-01-14,BOS,PHI,PHI,1610612755,43,99,111,L,-12
2021-22,1610612738,BOS,22100647,2022-01-15,CHI,BOS,CHI,1610612741,44,114,112,W,2
2021-22,1610612738,BOS,22100654,2022-01-17,NOP,BOS,NOP,1610612740,45,104,92,W,12
2021-22,1610612738,BOS,22100671,2022-01-19,CHA,BOS,CHA,1610612766,46,102,111,L,-9
2021-22,1610612738,BOS,22100688,2022-01-21,POR,BOS,POR,1610612757,47,105,109,L,-4
2021-22,1610612738,BOS,22100699,2022-01-23,BOS,WAS,WAS,1610612764,48,116,87,W,29
2021-22,1610612738,BOS,22100717,2022-01-25,SAC,BOS,SAC,1610612758,49,128,75,W,53
2021-22,1610612738,BOS,22100737,2022-01-28,BOS,ATL,ATL,1610612737,50,92,108,L,-16
2021-22,1610612738,BOS,22100745,2022-01-29,BOS,NOP,NOP,1610612740,51,107,97,W,10
2021-22,1610612738,BOS,22100762,2022-01-31,MIA,BOS,MIA,1610612748,52,122,92,W,30
2021-22,1610612738,BOS,22100775,2022-02-02,CHA,BOS,CHA,1610612766,53,113,107,W,6
2021-22,1610612738,BOS,22100788,2022-02-04,BOS,DET,DET,1610612765,54,102,93,W,9
2021-22,1610612738,BOS,22100806,2022-02-06,BOS,ORL,ORL,1610612753,55,116,83,W,33
2021-22,1610612738,BOS,22100817,2022-02-08,BOS,BKN,BKN,1610612751,56,126,91,W,35
2021-22,1610612738,BOS,22100842,2022-02-11,DEN,BOS,DEN,1610612743,57,108,102,W,6
2021-22,1610612738,BOS,22100856,2022-02-13,ATL,BOS,ATL,1610612737,58,105,95,W,10
2021-22,1610612738,BOS,22100869,2022-02-15,BOS,PHI,PHI,1610612755,59,135,87,W,48
2021-22,1610612738,BOS,22100875,2022-02-16,DET,BOS,DET,1610612765,60,111,112,L,-1
2021-22,1610612738,BOS,22100890,2022-02-24,BOS,BKN,BKN,1610612751,61,129,106,W,23
2021-22,1610612738,BOS,22100905,2022-02-26,BOS,DET,DET,1610612765,62,113,104,W,9
2021-22,1610612738,BOS,22100914,2022-02-27,BOS,IND,IND,1610612754,63,107,128,L,-21
2021-22,1610612738,BOS,22100927,2022-03-01,ATL,BOS,ATL,1610612737,64,107,98,W,9
2021-22,1610612738,BOS,22100940,2022-03-03,MEM,BOS,MEM,1610612763,65,120,107,W,13
2021-22,1610612738,BOS,22100960,2022-03-06,BKN,BOS,BKN,1610612751,66,126,120,W,6
2021-22,1610612738,BOS,22100981,2022-03-09,BOS,CHA,CHA,1610612766,67,115,101,W,14
2021-22,1610612738,BOS,22100997,2022-03-11,DET,BOS,DET,1610612765,68,114,103,W,11
2021-22,1610612738,BOS,22101014,2022-03-13,DAL,BOS,DAL,1610612742,69,92,95,L,-3
2021-22,1610612738,BOS,22101042,2022-03-16,BOS,GSW,GSW,1610612744,70,110,88,W,22
2021-22,1610612738,BOS,22101057,2022-03-18,BOS,SAC,SAC,1610612758,71,126,97,W,29
2021-22,1610612738,BOS,22101068,2022-03-20,BOS,DEN,DEN,1610612743,72,124,104,W,20
2021-22,1610612738,BOS,22101078,2022-03-21,BOS,OKC,OKC,1610612760,73,132,123,W,9
2021-22,1610612738,BOS,22101087,2022-03-23,UTA,BOS,UTA,1610612762,74,125,97,W,28
2021-22,1610612738,BOS,22101116,2022-03-27,MIN,BOS,MIN,1610612750,75,134,112,W,22
2021-22,1610612738,BOS,22101127,2022-03-28,BOS,TOR,TOR,1610612761,76,112,115,L,-3
2021-22,1610612738,BOS,22101139,2022-03-30,MIA,BOS,MIA,1610612748,77,98,106,L,-8
2021-22,1610612738,BOS,22101153,2022-04-01,IND,BOS,IND,1610612754,78,128,123,W,5
2021-22,1610612738,BOS,22101166,2022-04-03,WAS,BOS,WAS,1610612764,79,144,102,W,42
2021-22,1610612738,BOS,22101193,2022-04-06,BOS,CHI,CHI,1610612741,80,117,94,W,23
2021-22,1610612738,BOS,22101198,2022-04-07,BOS,MIL,MIL,1610612749,81,121,127,L,-6
2021-22,1610612738,BOS,22101223,2022-04-10,BOS,MEM,MEM,1610612763,82,139,110,W,29
2021-22,1610612766,CHA,22100003,2021-10-20,IND,CHA,IND,1610612754,1,123,122,W,1
2021-22,1610612766,CHA,22100017,2021-10-22,CHA,CLE,CLE,1610612739,2,123,112,W,11
2021-22,1610612766,CHA,22100035,2021-10-24,CHA,BKN,BKN,1610612751,3,111,95,W,16
2021-22,1610612766,CHA,22100041,2021-10-25,BOS,CHA,BOS,1610612738,4,129,140,L,-11
2021-22,1610612766,CHA,22100055,2021-10-27,CHA,ORL,ORL,1610612753,5,120,111,W,9
2021-22,1610612766,CHA,22100073,2021-10-29,CHA,MIA,MIA,1610612748,6,99,114,L,-15
2021-22,1610612766,CHA,22100090,2021-10-31,POR,CHA,POR,1610612757,7,125,113,W,12
2021-22,1610612766,CHA,22100094,2021-11-01,CLE,CHA,CLE,1610612739,8,110,113,L,-3
2021-22,1610612766,CHA,22100117,2021-11-03,CHA,GSW,GSW,1610612744,9,92,114,L,-22
2021-22,1610612766,CHA,22100132,2021-11-05,CHA,SAC,SAC,1610612758,10,110,140,L,-30
2021-22,1610612766,CHA,22100146,2021-11-07,CHA,LAC,LAC,1610612746,11,106,120,L,-14
2021-22,1610612766,CHA,22100154,2021-11-08,CHA,LAL,LAL,1610612747,12,123,126,L,-3
2021-22,1610612766,CHA,22100164,2021-11-10,CHA,MEM,MEM,1610612763,13,118,108,W,10
2021-22,1610612766,CHA,22100174,2021-11-12,NYK,CHA,NYK,1610612752,14,104,96,W,8
2021-22,1610612766,CHA,22100194,2021-11-14,GSW,CHA,GSW,1610612744,15,106,102,W,4
2021-22,1610612766,CHA,22100213,2021-11-17,WAS,CHA,WAS,1610612764,16,97,87,W,10
2021-22,1610612766,CHA,22100230,2021-11-19,IND,CHA,IND,1610612754,17,121,118,W,3
2021-22,1610612766,CHA,22100242,2021-11-20,CHA,ATL,ATL,1610612737,18,105,115,L,-10
2021-22,1610612766,CHA,22100254,2021-11-22,CHA,WAS,WAS,1610612764,19,109,103,W,6
2021-22,1610612766,CHA,22100269,2021-11-24,CHA,ORL,ORL,1610612753,20,106,99,W,7
