GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
42100101,2022-04-17,ATL,MIA,AWAY,RND1,1
42100101,2022-04-17,ATL,MIA,AWAY,RND1,2
42100102,2022-04-19,ATL,MIA,AWAY,RND1,3
42100102,2022-04-19,ATL,MIA,AWAY,RND1,4
42100103,2022-04-22,ATL,MIA,HOME,RND1,5
42100103,2022-04-22,ATL,MIA,HOME,RND1,6
42100104,2022-04-24,ATL,MIA,HOME,RND1,7
42100104,2022-04-24,ATL,MIA,HOME,RND1,8
42100105,2022-04-26,ATL,MIA,AWAY,RND1,9
42100105,2022-04-26,ATL,MIA,AWAY,RND1,10
42100111,2022-04-17,BKN,BOS,AWAY,RND1,1
42100111,2022-04-17,BKN,BOS,AWAY,RND1,2
42100112,2022-04-20,BKN,BOS,AWAY,RND1,3
42100112,2022-04-20,BKN,BOS,AWAY,RND1,4
42100113,2022-04-23,BKN,BOS,HOME,RND1,5
42100113,2022-04-23,BKN,BOS,HOME,RND1,6
42100114,2022-04-25,BKN,BOS,HOME,RND1,7
42100114,2022-04-25,BKN,BOS,HOME,RND1,8
42100111,2022-04-17,BOS,BKN,HOME,RND1,1
42100111,2022-04-17,BOS,BKN,HOME,RND1,2
42100112,2022-04-20,BOS,BKN,HOME,RND1,3
42100112,2022-04-20,BOS,BKN,HOME,RND1,4
42100113,2022-04-23,BOS,BKN,AWAY,RND1,5
42100113,2022-04-23,BOS,BKN,AWAY,RND1,6
42100114,2022-04-25,BOS,BKN,AWAY,RND1,7
42100114,2022-04-25,BOS,BKN,AWAY,RND1,8
42100211,2022-05-01,BOS,MIL,HOME,SF,1
42100211,2022-05-01,BOS,MIL,HOME,SF,2
42100212,2022-05-03,BOS,MIL,HOME,SF,3
42100212,2022-05-03,BOS,MIL,HOME,SF,4
42100213,2022-05-07,BOS,MIL,AWAY,SF,5
42100213,2022-05-07,BOS,MIL,AWAY,SF,6
42100214,2022-05-09,BOS,MIL,AWAY,SF,7
42100214,2022-05-09,BOS,MIL,AWAY,SF,8
42100215,2022-05-11,BOS,MIL,HOME,SF,9
42100215,2022-05-11,BOS,MIL,HOME,SF,10
42100216,2022-05-13,BOS,MIL,AWAY,SF,11
42100216,2022-05-13,BOS,MIL,AWAY,SF,12
42100217,2022-05-15,BOS,MIL,HOME,SF,13
42100217,2022-05-15,BOS,MIL,HOME,SF,14
42100301,2022-05-17,BOS,MIA,AWAY,CONF,1
42100301,2022-05-17,BOS,MIA,AWAY,CONF,2
42100302,2022-05-19,BOS,MIA,AWAY,CONF,3
42100302,2022-05-19,BOS,MIA,AWAY,CONF,4
42100303,2022-05-21,BOS,MIA,HOME,CONF,5
42100303,2022-05-21,BOS,MIA,HOME,CONF,6
42100304,2022-05-23,BOS,MIA,HOME,CONF,7
42100304,2022-05-23,BOS,MIA,HOME,CONF,8
42100305,2022-05-25,BOS,MIA,AWAY,CONF,9
42100305,2022-05-25,BOS,MIA,AWAY,CONF,10
42100306,2022-05-27,BOS,MIA,HOME,CONF,11
42100306,2022-05-27,BOS,MIA,HOME,CONF,12
42100307,2022-05-29,BOS,MIA,AWAY,CONF,13
42100307,2022-05-29,BOS,MIA,AWAY,CONF,14
42100401,2022-06-02,BOS,GSW,AWAY,FINALS,1
42100401,2022-06-02,BOS,GSW,AWAY,FINALS,2
42100402,2022-06-05,BOS,GSW,AWAY,FINALS,3
42100402,2022-06-05,BOS,GSW,AWAY,FINALS,4
42100403,2022-06-08,BOS,GSW,HOME,FINALS,5
42100403,2022-06-08,BOS,GSW,HOME,FINALS,6
42100404,2022-06-10,BOS,GSW,HOME,FINALS,7
42100404,2022-06-10,BOS,GSW,HOME,FINALS,8
42100405,2022-06-13,BOS,GSW,AWAY,FINALS,9
42100405,2022-06-13,BOS,GSW,AWAY,FINALS,10
42100406,2022-06-16,BOS,GSW,HOME,FINALS,11
42100406,2022-06-16,BOS,GSW,HOME,FINALS,12
42100121,2022-04-17,CHI,MIL,AWAY,RND1,1
42100121,2022-04-17,CHI,MIL,AWAY,RND1,2
42100122,2022-04-20,CHI,MIL,AWAY,RND1,3
42100122,2022-04-20,CHI,MIL,AWAY,RND1,4
42100123,2022-04-22,CHI,MIL,HOME,RND1,5
42100123,2022-04-22,CHI,MIL,HOME,RND1,6
42100124,2022-04-24,CHI,MIL,HOME,RND1,7
42100124,2022-04-24,CHI,MIL,HOME,RND1,8
42100125,2022-04-27,CHI,MIL,AWAY,RND1,9
42100125,2022-04-27,CHI,MIL,AWAY,RND1,10
42100171,2022-04-16,DAL,UTA,HOME,RND1,1
42100171,2022-04-16,DAL,UTA,HOME,RND1,2
42100172,2022-04-18,DAL,UTA,HOME,RND1,3
42100172,2022-04-18,DAL,UTA,HOME,RND1,4
42100173,2022-04-21,DAL,UTA,AWAY,RND1,5
42100173,2022-04-21,DAL,UTA,AWAY,RND1,6
42100174,2022-04-23,DAL,UTA,AWAY,RND1,7
42100174,2022-04-23,DAL,UTA,AWAY,RND1,8
42100175,2022-04-25,DAL,UTA,HOME,RND1,9
42100175,2022-04-25,DAL,UTA,HOME,RND1,10
42100176,2022-04-28,DAL,UTA,AWAY,RND1,11
42100176,2022-04-28,DAL,UTA,AWAY,RND1,12
42100221,2022-05-02,DAL,PHX,AWAY,SF,1
42100221,2022-05-02,DAL,PHX,AWAY,SF,2
42100222,2022-05-04,DAL,PHX,AWAY,SF,3
42100222,2022-05-04,DAL,PHX,AWAY,SF,4
42100223,2022-05-06,DAL,PHX,HOME,SF,5
42100223,2022-05-06,DAL,PHX,HOME,SF,6
42100224,2022-05-08,DAL,PHX,HOME,SF,7
42100224,2022-05-08,DAL,PHX,HOME,SF,8
42100225,2022-05-10,DAL,PHX,AWAY,SF,9
42100225,2022-05-10,DAL,PHX,AWAY,SF,10
42100226,2022-05-12,DAL,PHX,HOME,SF,11
42100226,2022-05-12,DAL,PHX,HOME,SF,12
42100227,2022-05-15,DAL,PHX,AWAY,SF,13
42100227,2022-05-15,DAL,PHX,AWAY,SF,14
42100311,2022-05-18,DAL,GSW,AWAY,CONF,1
42100311,2022-05-18,DAL,GSW,AWAY,CONF,2
42100312,2022-05-20,DAL,GSW,AWAY,CONF,3
42100312,2022-05-20,DAL,GSW,AWAY,CONF,4
42100313,2022-05-22,DAL,GSW,HOME,CONF,5
42100313,2022-05-22,DAL,GSW,HOME,CONF,6
42100314,2022-05-24,DAL,GSW,HOME,CONF,7
42100314,2022-05-24,DAL,GSW,HOME,CONF,8
42100315,2022-05-26,DAL,GSW,AWAY,CONF,9
42100315,2022-05-26,DAL,GSW,AWAY,CONF,10
42100161,2022-04-16,DEN,GSW,AWAY,RND1,1
42100161,2022-04-16,DEN,GSW,AWAY,RND1,2
42100162,2022-04-18,DEN,GSW,AWAY,RND1,3
42100162,2022-04-18,DEN,GSW,AWAY,RND1,4
42100163,2022-04-21,DEN,GSW,HOME,RND1,5
42100163,2022-04-21,DEN,GSW,HOME,RND1,6
42100164,2022-04-24,DEN,GSW,HOME,RND1,7
42100164,2022-04-24,DEN,GSW,HOME,RND1,8
42100165,2022-04-27,DEN,GSW,AWAY,RND1,9
42100165,2022-04-27,DEN,GSW,AWAY,RND1,10
42100161,2022-04-16,GSW,DEN,HOME,RND1,1
42100161,2022-04-16,GSW,DEN,HOME,RND1,2
42100162,2022-04-18,GSW,DEN,HOME,RND1,3
42100162,2022-04-18,GSW,DEN,HOME,RND1,4
42100163,2022-04-21,GSW,DEN,AWAY,RND1,5
42100163,2022-04-21,GSW,DEN,AWAY,RND1,6
42100164,2022-04-24,GSW,DEN,AWAY,RND1,7
42100164,2022-04-24,GSW,DEN,AWAY,RND1,8
42100165,2022-04-27,GSW,DEN,HOME,RND1,9
42100165,2022-04-27,GSW,DEN,HOME,RND1,10
42100231,2022-05-01,GSW,MEM,AWAY,SF,1
42100231,2022-05-01,GSW,MEM,AWAY,SF,2
42100232,2022-05-03,GSW,MEM,AWAY,SF,3
42100232,2022-05-03,GSW,MEM,AWAY,SF,4
42100233,2022-05-07,GSW,MEM,HOME,SF,5
42100233,2022-05-07,GSW,MEM,HOME,SF,6
42100234,2022-05-09,GSW,MEM,HOME,SF,7
42100234,2022-05-09,GSW,MEM,HOME,SF,8
42100235,2022-05-11,GSW,MEM,AWAY,SF,9
42100235,2022-05-11,GSW,MEM,AWAY,SF,10
42100236,2022-05-13,GSW,MEM,HOME,SF,11
42100236,2022-05-13,GSW,MEM,HOME,SF,12
42100311,2022-05-18,GSW,DAL,HOME,CONF,1
42100311,2022-05-18,GSW,DAL,HOME,CONF,2
42100312,2022-05-20,GSW,DAL,HOME,CONF,3
42100312,2022-05-20,GSW,DAL,HOME,CONF,4
42100313,2022-05-22,GSW,DAL,AWAY,CONF,5
42100313,2022-05-22,GSW,DAL,AWAY,CONF,6
42100314,2022-05-24,GSW,DAL,AWAY,CONF,7
42100314,2022-05-24,GSW,DAL,AWAY,CONF,8
42100315,2022-05-26,GSW,DAL,HOME,CONF,9
42100315,2022-05-26,GSW,DAL,HOME,CONF,10
42100401,2022-06-02,GSW,BOS,HOME,FINALS,1
42100401,2022-06-02,GSW,BOS,HOME,FINALS,2
42100402,2022-06-05,GSW,BOS,HOME,FINALS,3
42100402,2022-06-05,GSW,BOS,HOME,FINALS,4
42100403,2022-06-08,GSW,BOS,AWAY,FINALS,5
42100403,2022-06-08,GSW,BOS,AWAY,FINALS,6
42100404,2022-06-10,GSW,BOS,AWAY,FINALS,7
42100404,2022-06-10,GSW,BOS,AWAY,FINALS,8
42100405,2022-06-13,GSW,BOS,HOME,FINALS,9
42100405,2022-06-13,GSW,BOS,HOME,FINALS,10
42100406,2022-06-16,GSW,BOS,AWAY,FINALS,11
42100406,2022-06-16,GSW,BOS,AWAY,FINALS,12
42100151,2022-04-16,MEM,MIN,HOME,RND1,1
42100151,2022-04-16,MEM,MIN,HOME,RND1,2
42100152,2022-04-19,MEM,MIN,HOME,RND1,3
42100152,2022-04-19,MEM,MIN,HOME,RND1,4
42100153,2022-04-21,MEM,MIN,AWAY,RND1,5
42100153,2022-04-21,MEM,MIN,AWAY,RND1,6
42100154,2022-04-23,MEM,MIN,AWAY,RND1,7
42100154,2022-04-23,MEM,MIN,AWAY,RND1,8
42100155,2022-04-26,MEM,MIN,HOME,RND1,9
