group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,1627936,Alex Caruso,Alex,1610612747,LAL,25.0,6,3,3,0.5,19.01,2,0,2,8,8,11,2,10,0,0,2,4,17.7,327,301,109,178,280,161,235,107,143,185,226,112,121,217,1,140,173,260
Players,1627742,Brandon Ingram,Brandon,1610612747,LAL,21.0,27,14,13,0.519,86.805,0,3,6,14,30,21,16,60,3,3,7,15,63.4,117,102,315,171,116,229,137,40,91,368,305,352,302,51,384,285,54,120
Players,1629067,Isaac Bonga,Isaac,1610612747,LAL,19.0,1,0,1,0.0,0.095,0,0,0,0,1,0,0,0,0,0,0,0,0.0,415,417,19,417,445,229,235,182,315,79,1,1,1,217,1,1,329,405
Players,201580,JaVale McGee,JaVale,1610612747,LAL,31.0,23,11,12,0.478,44.96333333333333,2,4,0,18,11,18,10,30,5,0,5,4,61.9,153,149,299,233,206,161,113,182,77,218,287,282,210,15,1,237,173,123
Players,1629203,Jemerrio Jones,Jemerrio,1610612747,LAL,24.0,3,2,1,0.667,9.286666666666669,0,0,0,2,3,2,0,8,1,1,0,0,7.4,371,331,19,50,330,229,235,182,249,122,72,1,102,130,229,1,329,322
Players,1629140,Johnathan Williams,Johnathan,1610612747,LAL,24.0,6,2,4,0.333,10.0,0,4,0,4,6,2,2,8,3,0,1,1,15.6,327,331,129,354,326,229,113,182,199,161,72,112,102,51,1,90,266,272
Players,1628404,Josh Hart,Josh,1610612747,LAL,24.0,28,13,15,0.464,76.39833333333333,2,6,5,4,21,21,11,58,1,4,11,9,54.9,104,117,354,247,128,161,71,50,199,314,305,293,294,130,406,353,84,143
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612747,LAL,26.0,29,14,15,0.483,52.76166666666666,3,0,0,8,30,17,5,46,0,0,16,8,47.4,97,102,354,231,187,131,235,182,143,368,281,196,263,217,1,420,101,161
Players,1628398,Kyle Kuzma,Kyle,1610612747,LAL,23.0,37,18,19,0.486,116.56333333333332,8,3,9,28,33,35,13,70,0,5,13,7,99.9,39,60,417,228,55,58,137,18,42,383,399,317,324,217,422,390,119,67
Players,202362,Lance Stephenson,Lance,1610612747,LAL,28.0,10,4,6,0.4,29.816666666666663,3,0,4,8,6,5,7,20,0,0,2,4,22.9,276,277,179,308,250,131,235,59,143,161,155,230,177,217,1,140,173,232
Players,2544,LeBron James,LeBron,1610612747,LAL,34.0,32,16,16,0.5,101.04833333333332,19,9,18,42,28,27,11,64,1,4,8,28,170.6,73,83,368,178,82,8,41,2,18,351,347,293,310,130,406,302,16,23
Players,1628366,Lonzo Ball,Lonzo,1610612747,LAL,21.0,20,10,10,0.5,61.56,6,6,5,6,12,19,8,42,1,2,6,3,57.5,177,167,264,178,164,83,71,50,163,230,290,246,249,130,333,262,191,135
Players,203488,Mike Muscala,Mike,1610612747,LAL,27.0,18,13,5,0.722,29.058333333333334,0,2,0,2,17,8,4,24,1,1,4,1,18.6,196,117,156,35,253,229,160,182,249,285,202,173,188,130,229,211,266,255
Players,1629021,Moritz Wagner,Moritz,1610612747,LAL,22.0,1,0,1,0.0,1.35,0,2,0,2,0,0,0,0,0,1,0,0,3.2,415,417,19,417,425,229,160,182,249,1,1,1,1,217,229,1,329,363
Players,200765,Rajon Rondo,Rajon,1610612747,LAL,33.0,15,8,7,0.533,38.73833333333334,0,2,0,0,20,11,7,26,0,0,9,0,15.6,229,204,203,162,222,229,160,182,315,308,226,230,197,217,1,324,329,272
Players,203493,Reggie Bullock Jr.,Reggie,1610612747,LAL,28.0,28,14,14,0.5,105.90833333333332,6,4,7,10,43,14,25,86,0,1,6,3,88.8,104,102,341,178,70,83,113,30,119,413,251,421,365,217,229,262,191,81
Players,2199,Tyson Chandler,Tyson,1610612747,LAL,36.0,14,8,6,0.571,34.33166666666666,0,0,0,0,0,15,5,26,2,0,4,4,20.1,240,204,179,124,238,229,235,182,315,1,259,196,197,80,1,211,173,247
