close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,C,26.0,10,10,0.739,84,153,0.549,0.55,-0.001
1629008,Michael Porter Jr.,1610612743,DEN,F,23.0,10,9,0.611,47,88,0.534,0.541,-0.007
203932,Aaron Gordon,1610612743,DEN,F,25.0,10,10,0.673,40,72,0.556,0.532,0.023
1630267,Facundo Campazzo,1610612743,DEN,G,30.0,10,9,0.566,24,56,0.429,0.538,-0.109
203210,JaMychal Green,1610612743,DEN,F-C,31.0,10,9,0.593,22,48,0.458,0.495,-0.037
203085,Austin Rivers,1610612743,DEN,G,28.0,10,10,0.523,26,45,0.578,0.518,0.06
1628420,Monté Morris,1610612743,DEN,G,26.0,10,10,0.545,21,42,0.5,0.512,-0.012
200794,Paul Millsap,1610612743,DEN,F,36.0,9,9,0.743,11,26,0.423,0.519,-0.096
1630210,Markus Howard,1610612743,DEN,G,22.0,8,7,0.525,10,21,0.476,0.497,-0.021
203115,Will Barton,1610612743,DEN,G,30.0,3,3,0.857,10,18,0.556,0.572,-0.016
201580,JaVale McGee,1610612743,DEN,C-F,33.0,3,3,0.75,4,15,0.267,0.527,-0.26
1627885,Shaquille Harrison,1610612743,DEN,G,27.0,6,5,0.65,7,13,0.538,0.535,0.004
1630192,Zeke Nnaji,1610612743,DEN,F-C,20.0,4,4,0.833,4,5,0.8,0.497,0.303
1628427,Vlatko Čančar,1610612743,DEN,F,24.0,4,3,0.5,2,4,0.5,0.481,0.019
