SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42021,1610612742,DAL,Dallas Mavericks,PRBallHandler,Offensive,1.0,18,0.19,1.003,0.469,0.114,0.117,0.108,0.038,0.452,0.529,343,344,130,277,147
42021,1610612744,GSW,Golden State Warriors,PRBallHandler,Offensive,0.733,22,0.153,0.928,0.421,0.096,0.163,0.083,0.025,0.388,0.509,363,337,117,278,161
42021,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.533,18,0.197,0.859,0.395,0.101,0.128,0.09,0.016,0.391,0.438,376,323,117,296,179
42021,1610612738,BOS,Boston Celtics,PRBallHandler,Offensive,0.4,24,0.152,0.775,0.369,0.114,0.204,0.09,0.021,0.349,0.43,387,300,100,271,171
42021,1610612756,PHX,Phoenix Suns,PRBallHandler,Offensive,0.867,13,0.195,0.985,0.483,0.083,0.148,0.053,0.008,0.451,0.532,264,260,99,205,106
42021,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.267,12,0.158,0.769,0.363,0.113,0.145,0.095,0.023,0.357,0.411,221,170,61,168,107
42021,1610612749,MIL,Milwaukee Bucks,PRBallHandler,Offensive,0.2,12,0.132,0.754,0.406,0.074,0.177,0.063,0.04,0.349,0.438,175,132,56,138,82
42021,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Offensive,0.8,12,0.101,0.976,0.477,0.129,0.202,0.121,0.024,0.435,0.547,124,121,41,86,45
42021,1610612762,UTA,Utah Jazz,PRBallHandler,Offensive,0.6,6,0.223,0.876,0.417,0.088,0.124,0.058,0.007,0.409,0.458,137,120,45,108,63
42021,1610612740,NOP,New Orleans Pelicans,PRBallHandler,Offensive,0.933,6,0.165,1.0,0.475,0.145,0.136,0.091,0.009,0.473,0.513,110,110,38,80,42
42021,1610612741,CHI,Chicago Bulls,PRBallHandler,Offensive,0.467,5,0.189,0.825,0.376,0.097,0.097,0.087,0.019,0.388,0.406,103,85,32,85,53
42021,1610612761,TOR,Toronto Raptors,PRBallHandler,Offensive,0.333,6,0.16,0.77,0.368,0.06,0.08,0.06,0.01,0.37,0.391,100,77,32,87,55
42021,1610612750,MIN,Minnesota Timberwolves,PRBallHandler,Offensive,0.667,6,0.112,0.907,0.429,0.093,0.16,0.067,0.0,0.4,0.509,75,68,24,56,32
42021,1610612737,ATL,Atlanta Hawks,PRBallHandler,Offensive,0.067,5,0.152,0.722,0.269,0.19,0.165,0.063,0.013,0.342,0.317,79,57,14,52,38
42021,1610612751,BKN,Brooklyn Nets,PRBallHandler,Offensive,0.133,4,0.146,0.738,0.391,0.033,0.213,0.016,0.0,0.328,0.446,61,45,18,46,28
42021,1610612743,DEN,Denver Nuggets,PRBallHandler,Offensive,0.0,5,0.122,0.642,0.333,0.149,0.269,0.104,0.045,0.313,0.345,67,43,14,42,28
