close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201584,Courtney Lee,1610612766,CHA,G,30.0,7,7,0.459,17,51,0.333,0.372,-0.038
202689,Kemba Walker,1610612766,CHA,G,26.0,7,7,0.671,20,51,0.392,0.392,0.0
1626163,Frank Kaminsky,1610612766,CHA,C,23.0,7,6,0.488,16,39,0.41,0.356,0.055
202391,Jeremy Lin,1610612766,CHA,G,27.0,7,7,0.458,10,33,0.303,0.381,-0.078
101107,Marvin Williams,1610612766,CHA,F,30.0,7,7,0.517,11,31,0.355,0.357,-0.003
203469,Cody Zeller,1610612766,CHA,C-F,23.0,7,7,0.25,5,13,0.385,0.368,0.016
201587,Nicolas Batum,1610612766,CHA,G-F,27.0,5,5,0.414,6,12,0.5,0.358,0.142
201150,Spencer Hawes,1610612766,CHA,F-C,28.0,5,4,0.269,2,7,0.286,0.337,-0.052
2744,Al Jefferson,1610612766,CHA,C,31.0,7,4,0.111,0,5,0.0,0.406,-0.406
203087,Jeremy Lamb,1610612766,CHA,G,24.0,3,2,0.833,2,5,0.4,0.347,0.053
203584,Troy Daniels,1610612766,CHA,G,24.0,2,1,0.6,2,3,0.667,0.352,0.315
203268,Jorge Gutierrez,1610612766,CHA,G,27.0,2,2,1.0,0,3,0.0,0.414,-0.414
201946,Tyler Hansbrough,1610612766,CHA,F,30.0,1,1,1.0,1,2,0.5,0.358,0.143
1626151,Aaron Harrison,1610612766,CHA,G,21.0,1,1,1.0,1,1,1.0,0.408,0.592
