player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
201584,Courtney Lee,Courtney,1610612742,DAL,33.0,34,6,28,0.176,12.6,0.6,0.1,0.5,1.1,2.9,3.2,4.0,12.9,0.1,0.1,0.9,0.6,9.2,372,450,292,507,392,394,477,367,447,78,124,171,385,432,111,93,410,405,DAL
1629133,Daryl Macon,Daryl,1610612742,DAL,23.0,8,4,4,0.5,11.2,0.3,0.0,0.3,0.8,2.4,1.9,4.0,9.8,0.0,0.5,1.0,0.5,6.4,473,459,59,251,416,475,487,443,472,61,47,171,437,473,366,103,437,456,DAL
2734,Devin Harris,Devin,1610612742,DAL,36.0,68,28,40,0.412,15.7,0.7,0.8,0.9,1.8,4.5,4.6,4.8,15.9,0.2,0.3,2.0,1.9,12.4,165,219,454,369,327,376,298,251,377,157,222,227,320,298,236,316,172,331,DAL
1717,Dirk Nowitzki,Dirk,1610612742,DAL,41.0,51,17,34,0.333,15.6,0.6,1.0,0.3,0.6,4.4,4.4,5.0,15.1,0.4,0.0,1.5,0.8,13.3,284,328,382,422,329,412,242,418,481,151,205,240,342,222,40,196,374,313,DAL
1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,26.0,81,33,48,0.407,24.5,1.1,1.5,1.3,3.5,8.1,6.7,8.0,24.0,0.4,0.4,2.3,1.1,18.0,22,169,500,372,179,253,113,168,228,338,356,422,183,161,313,396,281,214,DAL
203939,Dwight Powell,Dwight,1610612742,DAL,27.0,77,31,46,0.403,21.6,1.2,1.5,0.7,6.5,6.0,5.6,5.9,20.8,0.6,0.4,2.6,3.3,22.0,74,187,491,376,221,250,110,312,94,234,282,308,228,95,289,459,57,166,DAL
200826,J.J. Barea,J.J.,1610612742,DAL,35.0,38,20,18,0.526,19.8,1.3,0.4,1.0,4.5,6.2,5.9,5.6,19.2,0.0,0.3,1.3,2.2,22.2,358,294,168,232,253,216,400,219,161,248,302,280,265,469,282,151,129,165,DAL
1628973,Jalen Brunson,Jalen,1610612742,DAL,22.0,73,27,46,0.37,21.8,1.0,0.8,1.3,4.5,6.6,5.4,7.2,22.2,0.1,0.6,1.7,2.2,17.3,124,229,491,402,218,288,297,161,159,278,271,376,210,453,407,265,130,229,DAL
1628382,Justin Jackson,Justin,1610612742,DAL,24.0,81,36,45,0.444,19.9,1.1,1.0,1.4,2.6,6.0,5.7,6.0,20.6,0.2,0.1,1.2,0.9,13.5,22,146,488,335,251,274,224,139,295,240,287,311,234,347,47,139,341,309,DAL
1628961,Kostas Antetokounmpo,Kostas,1610612742,DAL,21.0,2,1,1,0.5,5.3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.5,0.0,1.0,4.1,511,499,9,251,497,495,487,481,513,23,1,58,517,473,366,1,321,490,DAL
1629029,Luka Dončić,Luka,1610612742,DAL,20.0,72,28,44,0.389,32.2,3.0,2.0,2.9,8.0,11.5,8.5,12.3,32.0,0.3,0.7,1.9,5.6,40.3,135,219,485,392,46,36,57,28,61,495,458,529,61,226,448,302,12,25,DAL
1628467,Maxi Kleber,Maxi,1610612742,DAL,27.0,71,30,41,0.423,21.2,1.2,1.1,0.7,2.4,6.8,5.6,7.2,20.8,1.1,0.3,2.0,1.0,17.9,144,201,462,358,228,236,207,324,317,285,283,378,229,32,207,337,314,216,DAL
1629151,Ryan Broekhoff,Ryan,1610612742,DAL,28.0,42,15,27,0.357,10.8,0.5,0.5,0.4,0.8,2.4,2.7,3.0,10.3,0.1,0.1,0.8,0.4,6.9,341,352,271,414,421,427,358,391,470,62,89,117,427,428,86,79,459,447,DAL
1626257,Salah Mejri,Salah,1610612742,DAL,33.0,36,13,23,0.361,11.1,0.4,0.8,0.3,2.4,2.8,3.3,3.6,11.2,0.7,0.2,1.5,1.0,12.2,364,374,230,408,418,441,278,436,314,73,132,151,416,78,177,205,317,341,DAL
203501,Tim Hardaway Jr.,Tim,1610612742,DAL,27.0,65,14,51,0.215,31.6,2.8,1.5,2.5,4.4,10.7,9.2,8.8,33.6,0.1,0.8,2.2,3.8,27.1,196,361,510,487,58,41,112,42,163,467,498,464,36,397,470,371,42,109,DAL
203504,Trey Burke,Trey,1610612742,DAL,26.0,58,16,42,0.276,19.4,1.6,0.6,1.1,4.1,5.1,6.0,5.1,20.0,0.1,0.7,1.0,1.7,18.3,248,341,465,454,260,172,348,205,189,196,312,247,249,399,435,103,204,210,DAL
