player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
201584,Courtney Lee,Courtney,1610612742,DAL,33.0,34,6,28,0.176,12.6,0.574,0.426,0.544,0.265,0.353,0.125,0.103,0.162,0.279,0.649,0.351,0.813,0.188,0.698,0.302,53,129,0.411,372,450,292,507,392,312,215,246,17,225,229,385,180,416,204,311,334,120,236,283,381,374,369,DAL
1629133,Daryl Macon,Daryl,1610612742,DAL,23.0,8,4,4,0.5,11.2,0.593,0.407,0.345,0.138,0.517,0.069,0.138,0.069,0.207,0.2,0.8,0.6,0.4,0.4,0.6,10,27,0.37,473,459,59,251,416,291,236,442,111,84,405,277,482,463,484,30,414,37,449,70,465,465,454,DAL
2734,Devin Harris,Devin,1610612742,DAL,36.0,68,28,40,0.412,15.7,0.424,0.576,0.327,0.037,0.435,0.143,0.238,0.11,0.29,0.571,0.429,0.871,0.129,0.712,0.288,132,347,0.38,165,219,454,369,327,446,81,456,352,147,179,48,425,411,269,244,296,158,217,302,284,261,443,DAL
1717,Dirk Nowitzki,Dirk,1610612742,DAL,41.0,51,17,34,0.333,15.6,0.455,0.545,0.381,0.295,0.515,0.046,0.104,0.078,0.086,0.817,0.183,1.0,0.0,0.904,0.096,135,376,0.359,284,328,382,422,329,422,105,418,12,85,452,378,473,509,43,472,1,316,44,475,281,245,460,DAL
1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,26.0,81,33,48,0.407,24.5,0.519,0.481,0.49,0.03,0.39,0.168,0.12,0.153,0.461,0.591,0.409,0.962,0.038,0.719,0.281,228,528,0.432,22,169,500,372,179,363,164,305,382,191,117,331,232,230,258,257,183,271,209,310,175,169,287,DAL
203939,Dwight Powell,Dwight,1610612742,DAL,27.0,77,31,46,0.403,21.6,0.739,0.261,0.616,0.002,0.144,0.067,0.24,0.109,0.613,0.841,0.159,1.0,0.0,0.862,0.138,290,486,0.597,74,187,491,376,221,151,376,163,459,399,409,45,429,119,33,482,1,316,62,457,129,183,30,DAL
200826,J.J. Barea,J.J.,1610612742,DAL,35.0,38,20,18,0.526,19.8,0.668,0.332,0.593,0.183,0.275,0.094,0.132,0.123,0.41,0.163,0.837,0.447,0.553,0.23,0.77,161,385,0.418,358,294,168,232,253,226,301,184,57,303,341,293,373,282,498,17,442,12,512,7,261,238,340,DAL
1628973,Jalen Brunson,Jalen,1610612742,DAL,22.0,73,27,46,0.37,21.8,0.68,0.32,0.593,0.106,0.279,0.139,0.128,0.109,0.487,0.338,0.662,0.762,0.238,0.439,0.561,264,565,0.467,124,229,491,402,218,213,314,183,170,297,190,309,430,199,410,105,360,94,434,85,144,152,183,DAL
1628382,Justin Jackson,Justin,1610612742,DAL,24.0,81,36,45,0.444,19.9,0.495,0.505,0.446,0.079,0.448,0.192,0.106,0.149,0.367,0.777,0.223,0.966,0.034,0.853,0.147,217,485,0.447,22,146,488,335,251,386,141,350,239,138,81,373,246,328,65,450,179,274,70,449,183,185,235,DAL
1628961,Kostas Antetokounmpo,Kostas,1610612742,DAL,21.0,2,1,1,0.5,5.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,511,499,9,251,497,1,495,515,461,454,481,1,495,513,510,498,451,316,519,498,519,514,519,DAL
