close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1629027,Trae Young,1610612737,ATL,G,23.0,5,5,0.542,12,32,0.375,0.379,-0.004
1628381,John Collins,1610612737,ATL,F-C,24.0,5,5,0.413,8,26,0.308,0.365,-0.058
1628989,Kevin Huerter,1610612737,ATL,G-F,23.0,5,5,0.441,15,26,0.577,0.363,0.214
1629631,De'Andre Hunter,1610612737,ATL,F-G,24.0,5,5,0.373,11,25,0.44,0.345,0.095
1626153,Delon Wright,1610612737,ATL,G,30.0,5,5,0.345,6,20,0.3,0.375,-0.075
201568,Danilo Gallinari,1610612737,ATL,F,33.0,5,5,0.526,5,20,0.25,0.381,-0.131
203992,Bogdan Bogdanović,1610612737,ATL,G,29.0,4,4,0.422,8,19,0.421,0.362,0.059
1630168,Onyeka Okongwu,1610612737,ATL,F-C,21.0,5,5,0.267,2,12,0.167,0.369,-0.202
1627789,Timothe Luwawu-Cabarrot,1610612737,ATL,G-F,27.0,2,1,0.571,2,4,0.5,0.374,0.126
203476,Gorgui Dieng,1610612737,ATL,C,32.0,2,1,0.6,0,3,0.0,0.274,-0.274
1628995,Kevin Knox II,1610612737,ATL,F,22.0,2,1,0.667,1,2,0.5,0.384,0.117
203991,Clint Capela,1610612737,ATL,C,28.0,2,2,0.133,0,2,0.0,0.375,-0.375
1630552,Jalen Johnson,1610612737,ATL,F,20.0,1,1,0.5,1,1,1.0,0.364,0.636
