season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22020,1610612766,CHA,Charlotte Hornets,PRBallHandler,Defensive,0.759,72,0.107,0.872,0.432,0.085,0.162,0.078,0.021,0.393,0.489,850,741,284,658,374
22020,1610612748,MIA,Miami Heat,PRBallHandler,Defensive,0.931,72,0.116,0.843,0.45,0.098,0.225,0.082,0.018,0.39,0.501,898,757,281,624,343
22020,1610612761,TOR,Toronto Raptors,PRBallHandler,Defensive,0.621,72,0.137,0.883,0.436,0.122,0.187,0.102,0.019,0.41,0.482,1086,959,336,770,434
22020,1610612743,DEN,Denver Nuggets,PRBallHandler,Defensive,1.0,72,0.156,0.84,0.432,0.1,0.197,0.081,0.019,0.389,0.48,1216,1021,379,878,499
22020,1610612747,LAL,Los Angeles Lakers,PRBallHandler,Defensive,0.897,72,0.17,0.85,0.417,0.098,0.17,0.086,0.016,0.394,0.465,1344,1143,420,1006,586
22020,1610612752,NYK,New York Knicks,PRBallHandler,Defensive,0.586,72,0.169,0.883,0.426,0.114,0.149,0.099,0.02,0.412,0.471,1313,1160,423,992,569
22020,1610612745,HOU,Houston Rockets,PRBallHandler,Defensive,0.448,72,0.16,0.901,0.433,0.092,0.151,0.08,0.018,0.408,0.492,1299,1170,436,1006,570
22020,1610612738,BOS,Boston Celtics,PRBallHandler,Defensive,0.862,72,0.174,0.865,0.42,0.101,0.157,0.087,0.017,0.398,0.469,1373,1188,437,1041,604
22020,1610612754,IND,Indiana Pacers,PRBallHandler,Defensive,0.828,72,0.165,0.869,0.432,0.109,0.153,0.09,0.022,0.411,0.466,1376,1196,451,1045,594
22020,1610612751,BKN,Brooklyn Nets,PRBallHandler,Defensive,0.345,72,0.167,0.905,0.405,0.094,0.112,0.084,0.018,0.403,0.467,1357,1228,446,1100,654
22020,1610612765,DET,Detroit Pistons,PRBallHandler,Defensive,0.655,72,0.183,0.882,0.429,0.096,0.144,0.08,0.019,0.409,0.47,1444,1274,482,1124,642
22020,1610612740,NOP,New Orleans Pelicans,PRBallHandler,Defensive,0.724,72,0.181,0.882,0.424,0.106,0.158,0.097,0.022,0.399,0.478,1445,1274,464,1094,630
22020,1610612757,POR,Portland Trail Blazers,PRBallHandler,Defensive,0.138,72,0.178,0.916,0.438,0.108,0.145,0.099,0.025,0.42,0.483,1410,1291,476,1086,610
22020,1610612753,ORL,Orlando Magic,PRBallHandler,Defensive,0.276,72,0.182,0.907,0.444,0.081,0.137,0.07,0.018,0.417,0.488,1442,1308,512,1152,640
22020,1610612756,PHX,Phoenix Suns,PRBallHandler,Defensive,0.966,72,0.199,0.84,0.407,0.089,0.135,0.079,0.014,0.394,0.449,1566,1316,504,1238,734
22020,1610612744,GSW,Golden State Warriors,PRBallHandler,Defensive,0.517,72,0.182,0.894,0.434,0.109,0.142,0.094,0.025,0.416,0.476,1496,1337,502,1156,654
22020,1610612739,CLE,Cleveland Cavaliers,PRBallHandler,Defensive,0.034,72,0.184,0.929,0.458,0.09,0.157,0.078,0.015,0.424,0.512,1441,1338,507,1106,599
22020,1610612737,ATL,Atlanta Hawks,PRBallHandler,Defensive,0.241,72,0.188,0.908,0.433,0.094,0.133,0.082,0.025,0.412,0.483,1493,1355,515,1190,675
22020,1610612750,MIN,Minnesota Timberwolves,PRBallHandler,Defensive,0.483,72,0.186,0.898,0.43,0.089,0.136,0.082,0.025,0.406,0.482,1526,1371,524,1219,695
22020,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Defensive,0.379,72,0.188,0.904,0.438,0.099,0.147,0.09,0.018,0.417,0.488,1519,1373,513,1171,658
22020,1610612742,DAL,Dallas Mavericks,PRBallHandler,Defensive,0.172,72,0.195,0.912,0.437,0.087,0.13,0.079,0.021,0.415,0.491,1522,1388,534,1221,687
22020,1610612758,SAC,Sacramento Kings,PRBallHandler,Defensive,0.207,72,0.19,0.909,0.429,0.093,0.13,0.082,0.013,0.416,0.481,1532,1392,520,1211,691
22020,1610612759,SAS,San Antonio Spurs,PRBallHandler,Defensive,0.414,72,0.196,0.901,0.442,0.078,0.12,0.071,0.02,0.416,0.485,1573,1418,572,1293,721
22020,1610612755,PHI,Philadelphia 76ers,PRBallHandler,Defensive,0.793,72,0.203,0.87,0.422,0.106,0.156,0.097,0.025,0.399,0.466,1634,1421,526,1245,719
22020,1610612746,LAC,LA Clippers,PRBallHandler,Defensive,0.0,72,0.2,0.938,0.444,0.087,0.11,0.076,0.014,0.433,0.495,1544,1449,560,1260,700
22020,1610612749,MIL,Milwaukee Bucks,PRBallHandler,Defensive,0.552,72,0.204,0.892,0.427,0.078,0.126,0.071,0.013,0.408,0.479,1671,1490,577,1350,773
22020,1610612760,OKC,Oklahoma City Thunder,PRBallHandler,Defensive,0.069,72,0.2,0.923,0.447,0.079,0.12,0.07,0.013,0.425,0.493,1617,1492,588,1315,727
22020,1610612764,WAS,Washington Wizards,PRBallHandler,Defensive,0.31,72,0.204,0.905,0.44,0.095,0.123,0.084,0.014,0.428,0.482,1710,1548,599,1360,761
22020,1610612762,UTA,Utah Jazz,PRBallHandler,Defensive,0.69,72,0.224,0.882,0.42,0.081,0.109,0.074,0.019,0.408,0.458,1780,1570,619,1475,856
22020,1610612741,CHI,Chicago Bulls,PRBallHandler,Defensive,0.103,72,0.217,0.922,0.443,0.105,0.128,0.094,0.026,0.426,0.484,1708,1575,600,1354,754
