TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,82,43,39,0.524,49.1,38.6,85.5,0.451,9.0,26.4,0.341,18.3,25.2,0.728,10.4,34.5,44.9,24.0,16.0,8.3,4.9,5.2,18.4,21.9,104.5,-0.9,1,11,11,11,20,28,27,18,21,17,23,18,7,28,14,12,12,9,28,10,16,19,4,4,27,19
1610612738,Boston Celtics,82,53,29,0.646,49.4,39.6,87.2,0.454,12.3,34.2,0.359,19.2,23.8,0.807,9.3,33.7,43.0,25.8,13.6,7.7,4.2,5.3,21.1,20.8,110.6,2.7,1,4,4,4,18,20,19,16,3,3,14,9,16,3,23,21,26,2,7,19,22,23,20,11,7,8
1610612751,Brooklyn Nets,82,20,62,0.244,47.2,37.1,83.5,0.444,10.5,31.0,0.338,19.0,24.1,0.788,8.6,34.4,43.0,21.0,16.2,7.1,4.6,5.5,20.6,20.0,103.6,-6.6,1,30,30,30,30,30,30,24,9,5,26,10,13,9,28,13,25,28,29,28,19,28,16,21,29,28
1610612766,Charlotte Hornets,82,36,46,0.439,50.0,39.0,88.2,0.442,10.4,29.6,0.351,20.1,24.6,0.815,9.1,36.0,45.0,23.8,11.9,7.2,4.9,5.7,17.1,20.6,108.4,0.2,1,20,20,20,11,25,8,26,11,8,18,5,10,1,26,3,11,10,1,26,15,30,1,14,14,15
1610612741,Chicago Bulls,82,41,41,0.5,50.0,40.0,90.2,0.444,7.9,23.1,0.34,18.6,23.3,0.798,12.6,35.3,47.9,23.4,14.0,8.1,5.0,4.8,18.4,19.5,106.5,0.4,1,15,15,15,12,16,3,25,28,28,24,14,18,6,1,5,1,12,13,12,13,11,3,23,21,14
1610612739,Cleveland Cavaliers,82,51,31,0.622,49.6,40.8,86.8,0.47,13.3,34.7,0.384,17.8,23.9,0.748,9.6,35.2,44.7,23.2,14.0,6.7,4.1,4.4,18.5,21.1,112.8,3.3,1,5,5,5,16,7,20,5,2,2,2,20,15,23,20,7,13,15,11,30,26,8,5,8,3,7
1610612742,Dallas Mavericks,82,33,49,0.402,51.6,38.7,88.0,0.44,11.5,32.3,0.355,15.8,19.8,0.801,8.4,32.8,41.2,22.2,12.7,8.0,4.0,3.7,20.4,20.7,104.7,-3.1,1,22,22,22,3,27,10,29,5,4,16,29,30,4,30,27,30,21,3,15,27,2,15,12,25,23
1610612743,Denver Nuggets,82,40,42,0.488,48.4,41.3,88.1,0.469,10.7,29.0,0.368,18.8,24.3,0.774,11.8,34.7,46.6,25.4,15.0,7.0,4.0,4.9,19.2,20.2,112.2,0.5,1,18,18,18,26,4,9,6,6,9,11,11,11,17,5,10,5,3,23,29,28,14,9,15,4,13
1610612765,Detroit Pistons,82,37,45,0.451,50.2,41.4,92.3,0.449,8.0,24.3,0.33,14.4,20.1,0.719,11.5,36.0,47.5,22.0,12.3,7.3,3.9,4.3,18.6,18.2,105.3,-1.2,1,19,19,19,10,3,1,22,27,26,28,30,29,29,7,2,2,23,2,22,30,7,6,30,23,21
1610612744,Golden State Warriors,82,67,15,0.817,47.8,42.7,86.2,0.495,11.9,30.9,0.383,17.6,22.3,0.788,9.3,34.7,44.0,30.1,14.6,9.5,6.7,3.8,19.1,19.2,114.8,11.5,1,1,1,1,27,1,23,1,4,6,3,21,23,11,21,11,19,1,20,1,1,3,8,26,1,1
