close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1626167,Myles Turner,1610612754,IND,C-F,29.0,23,23,0.724,124,247,0.502,0.576,-0.074
1627783,Pascal Siakam,1610612754,IND,F,31.0,23,23,0.731,112,223,0.502,0.565,-0.063
1629614,Andrew Nembhard,1610612754,IND,G-F,25.0,23,23,0.627,102,205,0.498,0.556,-0.059
1630174,Aaron Nesmith,1610612754,IND,G-F,25.0,23,23,0.7,94,177,0.531,0.553,-0.022
1630169,Tyrese Haliburton,1610612754,IND,G,25.0,22,22,0.58,85,163,0.521,0.553,-0.032
1631097,Bennedict Mathurin,1610612754,IND,G-F,23.0,20,19,0.74,51,94,0.543,0.54,0.002
1630167,Obi Toppin,1610612754,IND,F,27.0,23,23,0.527,42,78,0.538,0.564,-0.025
1641767,Ben Sheppard,1610612754,IND,G,23.0,21,21,0.635,40,66,0.606,0.549,0.057
204456,T.J. McConnell,1610612754,IND,G,33.0,23,23,0.487,26,55,0.473,0.527,-0.054
1628418,Thomas Bryant,1610612754,IND,C-F,27.0,18,16,0.617,27,50,0.54,0.561,-0.021
1641716,Jarace Walker,1610612754,IND,F,21.0,9,9,0.545,12,18,0.667,0.571,0.095
1628396,Tony Bradley,1610612754,IND,C-F,27.0,9,9,0.586,7,17,0.412,0.567,-0.155
1642277,Johnny Furphy,1610612754,IND,G,20.0,7,6,0.588,3,10,0.3,0.557,-0.257
201949,James Johnson,1610612754,IND,F,38.0,3,2,0.636,2,7,0.286,0.554,-0.268
