season,team_id,team,srs_v1,sos_v1_raw,sos_v1
2020-21,1610612762,UTA,8.96,-0.285,0.042
2020-21,1610612746,LAC,6.02,-0.162,0.19
2020-21,1610612756,PHX,5.67,-0.148,0.208
2020-21,1610612749,MIL,5.57,-0.32,0.0
2020-21,1610612755,PHI,5.28,-0.308,0.015
2020-21,1610612743,DEN,4.82,-0.112,0.25
2020-21,1610612751,BKN,4.24,-0.265,0.067
2020-21,1610612747,LAL,2.76,-0.027,0.353
2020-21,1610612742,DAL,2.26,-0.006,0.379
2020-21,1610612737,ATL,2.14,-0.178,0.172
2020-21,1610612752,NYK,2.13,-0.177,0.172
2020-21,1610612757,POR,1.8,0.013,0.402
2020-21,1610612738,BOS,1.32,-0.143,0.213
2020-21,1610612744,GSW,1.1,0.043,0.437
2020-21,1610612763,MEM,1.07,0.044,0.438
2020-21,1610612748,MIA,-0.06,-0.086,0.282
2020-21,1610612754,IND,-0.12,-0.083,0.286
2020-21,1610612740,NOP,-0.2,0.097,0.502
2020-21,1610612761,TOR,-0.54,-0.066,0.306
2020-21,1610612741,CHI,-0.94,-0.049,0.326
2020-21,1610612759,SAS,-1.58,0.154,0.571
2020-21,1610612764,WAS,-1.84,-0.012,0.372
2020-21,1610612766,CHA,-1.94,-0.008,0.376
2020-21,1610612758,SAC,-3.45,0.232,0.665
2020-21,1610612765,DET,-4.38,0.094,0.499
2020-21,1610612750,MIN,-5.25,0.307,0.755
2020-21,1610612745,HOU,-7.5,0.401,0.868
2020-21,1610612739,CLE,-8.19,0.253,0.69
2020-21,1610612753,ORL,-9.02,0.287,0.732
2020-21,1610612760,OKC,-10.13,0.51,1.0
