close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203484,Kentavious Caldwell-Pope,1610612765,DET,G,23.0,4,4,0.776,3.25,9.5,0.342,0.404,-0.062
202704,Reggie Jackson,1610612765,DET,G,26.0,4,4,0.686,4.0,8.75,0.457,0.398,0.059
202694,Marcus Morris Sr.,1610612765,DET,F,26.0,4,4,0.569,2.25,7.25,0.31,0.378,-0.068
202699,Tobias Harris,1610612765,DET,F,23.0,4,4,0.569,3.0,7.25,0.414,0.38,0.034
1626169,Stanley Johnson,1610612765,DET,F,20.0,4,4,0.472,2.0,4.25,0.471,0.376,0.094
203083,Andre Drummond,1610612765,DET,C,22.0,4,4,0.375,1.5,3.75,0.4,0.368,0.032
2581,Steve Blake,1610612765,DET,G,36.0,4,4,0.529,0.75,2.25,0.333,0.381,-0.048
201975,Jodie Meeks,1610612765,DET,G,28.0,1,1,1.0,2.0,2.0,1.0,0.415,0.585
203382,Aron Baynes,1610612765,DET,C-F,29.0,4,3,0.364,1.0,2.0,0.5,0.366,0.134
203493,Reggie Bullock Jr.,1610612765,DET,F,25.0,2,2,0.5,1.5,2.0,0.75,0.385,0.366
201229,Anthony Tolliver,1610612765,DET,F,31.0,3,1,0.286,0.67,0.67,1.0,0.401,0.599
