close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1629028,Deandre Ayton,1610612756,PHX,C,21.0,38,38,0.68,6.34,13.97,0.454,0.532,-0.078
203382,Aron Baynes,1610612756,PHX,C-F,33.0,41,40,0.772,5.2,9.85,0.527,0.54,-0.012
203967,Dario Šarić,1610612756,PHX,F,26.0,65,65,0.718,3.88,8.0,0.485,0.528,-0.043
1626164,Devin Booker,1610612756,PHX,G,23.0,70,69,0.635,4.14,7.51,0.551,0.522,0.03
1626163,Frank Kaminsky,1610612756,PHX,F-C,27.0,38,38,0.745,4.16,7.45,0.558,0.538,0.02
1628969,Mikal Bridges,1610612756,PHX,F,23.0,72,71,0.7,4.06,7.33,0.553,0.524,0.029
1626162,Kelly Oubre Jr.,1610612756,PHX,F-G,24.0,55,55,0.63,3.55,6.69,0.53,0.521,0.009
201937,Ricky Rubio,1610612756,PHX,G,29.0,64,64,0.629,3.98,6.66,0.599,0.517,0.081
1626166,Cameron Payne,1610612756,PHX,G,25.0,8,8,0.625,2.63,5.63,0.467,0.482,-0.015
1629661,Cameron Johnson,1610612756,PHX,F,24.0,56,55,0.654,2.59,4.77,0.543,0.522,0.021
1627767,Cheick Diallo,1610612756,PHX,F-C,23.0,44,41,0.742,1.98,4.11,0.481,0.532,-0.051
1628975,Jevon Carter,1610612756,PHX,G,24.0,56,53,0.621,1.8,3.54,0.51,0.511,0.0
1629059,Elie Okobo,1610612756,PHX,F-G,22.0,48,48,0.661,2.13,3.54,0.6,0.511,0.089
1629660,Ty Jerome,1610612756,PHX,G-F,22.0,27,26,0.639,2.04,3.48,0.585,0.511,0.075
1628413,Jonah Bolden,1610612756,PHX,F,24.0,6,3,0.565,1.33,2.17,0.615,0.542,0.073
1629745,Tariq Owens,1610612756,PHX,F,25.0,3,3,0.5,1.33,1.67,0.8,0.625,0.175
1629665,Jalen Lecque,1610612756,PHX,G,20.0,3,2,0.333,1.0,1.33,0.75,0.464,0.286
