team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612747,Los Angeles Lakers,82,17,65,0.207,0.7,0.1,0.1,0.2,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.3,1,29,29,29,22,1,1,8,1,1,7,1,1,1,4,1,18,24,9,22,2,1,19,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,82,42,40,0.512,0.8,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.2,0.4,0.3,0.1,0.0,0.0,0.5,1,14,14,14,16,1,8,17,1,1,7,1,1,1,4,1,18,19,3,22,2,1,3,MEMPHIS GRIZZLIES
1610612748,Miami Heat,82,48,34,0.585,0.9,0.0,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.3,0.5,0.2,0.4,0.0,0.0,0.3,1,7,7,7,9,15,8,3,1,1,2,1,19,1,4,1,9,12,9,2,2,1,19,MIAMI HEAT
1610612749,Milwaukee Bucks,82,33,49,0.402,1.2,0.1,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.5,0.4,0.2,0.4,0.0,0.0,0.4,1,21,21,21,1,1,8,17,1,1,15,1,19,1,4,1,1,19,9,2,2,1,9,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,82,29,53,0.354,1.1,0.1,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.2,0.7,0.2,0.4,0.0,0.0,0.5,1,26,26,26,3,1,8,1,1,1,3,1,19,1,4,1,18,2,9,2,2,1,3,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,82,30,52,0.366,1.0,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.1,0.1,0.0,0.0,0.2,0.5,0.2,0.1,0.0,0.0,0.9,1,25,25,25,4,1,1,17,1,1,23,1,1,1,4,1,18,12,9,22,2,1,1,NEW ORLEANS PELICANS
1610612752,New York Knicks,82,32,50,0.39,1.0,0.1,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.3,0.2,0.0,0.0,0.3,1,24,24,24,4,1,8,8,1,1,7,1,19,1,4,1,9,29,3,13,2,1,19,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,82,55,27,0.671,0.9,0.0,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.5,0.2,0.2,0.0,0.0,0.4,1,5,5,5,9,15,1,8,1,1,23,1,19,1,4,1,28,12,9,13,2,1,9,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,82,35,47,0.427,1.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.4,0.6,0.1,0.1,0.0,0.0,0.4,1,20,20,20,4,15,8,3,1,1,15,1,1,1,4,1,3,6,27,22,2,1,9,ORLANDO MAGIC
1610612755,Philadelphia 76ers,82,10,72,0.122,1.2,0.1,0.0,0.2,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.0,0.2,0.8,0.3,0.4,0.0,0.0,0.3,1,30,30,30,1,1,8,8,1,1,3,1,1,1,4,1,18,1,3,2,2,1,19,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,82,23,59,0.28,0.9,0.1,0.1,0.3,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.4,0.5,0.3,0.1,0.0,0.0,0.3,1,27,27,27,9,1,1,3,1,1,7,1,1,1,4,1,3,12,3,22,2,1,19,PHOENIX SUNS
1610612757,Portland Trail Blazers,82,44,38,0.537,0.8,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.2,0.5,0.2,0.4,0.0,0.0,0.2,1,12,12,12,16,15,8,17,1,1,15,1,1,23,4,1,18,12,9,2,2,1,30,PORTLAND TRAIL BLAZERS
1610612758,Sacramento Kings,82,33,49,0.402,0.9,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.1,0.0,0.2,0.6,0.4,0.3,0.0,0.0,0.3,1,21,21,21,9,15,8,17,1,1,7,1,1,23,1,1,18,6,1,8,2,1,19,SACRAMENTO KINGS
1610612759,San Antonio Spurs,82,67,15,0.817,0.9,0.1,0.0,0.2,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.1,0.2,0.1,0.0,0.3,1,2,2,2,9,1,8,8,1,1,15,1,1,23,4,1,9,24,27,13,1,1,19,SAN ANTONIO SPURS
1610612761,Toronto Raptors,82,56,26,0.683,0.8,0.1,0.0,0.3,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.5,0.5,0.2,0.3,0.0,0.0,0.8,1,4,4,4,16,1,8,3,1,1,1,1,1,23,4,1,1,12,9,8,2,1,2,TORONTO RAPTORS
1610612762,Utah Jazz,82,40,42,0.488,1.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.0,0.4,0.6,0.1,0.2,0.0,0.0,0.3,1,19,19,19,4,15,8,17,1,1,3,1,1,1,4,1,3,6,27,13,2,1,19,UTAH JAZZ
1610612764,Washington Wizards,82,41,41,0.5,0.7,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.3,0.4,0.2,0.2,0.0,0.0,0.4,1,17,17,17,22,15,8,17,1,1,7,1,19,1,4,1,9,19,9,13,2,1,9,WASHINGTON WIZARDS
