TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,18,10,8,0.556,49.1,39.9,88.8,0.449,12.0,35.0,0.343,17.1,21.4,0.798,9.3,34.1,43.4,20.7,12.7,6.9,4.5,4.4,21.7,20.8,108.8,-1.5,4,3,14,5,12,11,8,12,8,9,10,10,10,8,12,8,11,13,8,8,7,6,10,8,12,8
1610612738,Boston Celtics,5,1,4,0.2,49.6,39.7,91.1,0.435,13.2,37.8,0.35,23.3,28.3,0.825,13.0,29.8,42.8,21.7,13.4,6.6,7.2,6.8,21.7,24.2,115.9,-11.6,12,12,1,12,9,12,5,13,7,5,9,1,2,4,2,16,12,11,13,10,1,14,9,1,5,14
1610612751,Brooklyn Nets,12,7,5,0.583,49.9,41.9,88.8,0.472,14.0,36.7,0.382,18.1,20.9,0.868,8.5,35.4,43.9,23.3,11.9,7.3,5.0,6.4,21.8,19.1,115.9,6.5,5,5,9,3,6,8,9,5,6,7,6,9,13,1,15,5,8,5,5,4,4,13,11,16,6,2
1610612742,Dallas Mavericks,7,3,4,0.429,51.7,42.2,92.6,0.455,14.6,37.7,0.388,15.2,21.5,0.707,11.1,32.6,43.7,22.3,11.8,6.0,2.3,5.4,21.8,22.2,114.2,-5.5,9,9,1,8,1,7,4,11,5,6,4,14,9,15,6,11,9,7,4,13,16,11,12,5,9,9
1610612743,Denver Nuggets,10,4,6,0.4,49.8,42.8,93.8,0.457,15.0,39.2,0.382,16.2,21.3,0.761,11.9,32.5,44.4,25.3,11.4,6.2,4.4,5.0,20.8,20.7,116.8,-5.6,8,8,12,9,8,3,2,10,3,3,5,13,11,12,4,12,5,1,2,11,8,9,5,9,4,10
1610612746,LA Clippers,19,10,9,0.526,51.3,41.8,87.6,0.477,14.8,38.9,0.381,20.9,25.4,0.823,9.4,34.6,44.0,22.2,11.4,7.3,4.6,2.9,20.8,22.8,119.2,4.3,3,3,16,7,2,9,11,3,4,4,7,3,5,5,11,6,7,8,3,5,6,1,6,4,3,5
1610612747,Los Angeles Lakers,6,2,4,0.333,50.5,36.1,87.4,0.414,10.4,34.6,0.299,20.0,25.8,0.776,11.1,34.4,45.4,20.4,14.6,7.0,4.2,5.3,21.6,22.1,102.6,-6.8,10,10,1,10,4,15,12,14,15,11,15,4,4,10,7,7,3,14,16,7,11,10,8,6,14,11
1610612763,Memphis Grizzlies,5,1,4,0.2,48.0,44.2,94.4,0.468,10.4,31.6,0.329,16.2,20.4,0.794,11.2,30.0,41.2,22.0,10.4,8.0,4.0,6.2,20.6,19.2,115.0,-8.4,12,12,1,12,13,1,1,7,14,13,13,12,14,9,5,15,15,9,1,1,13,12,4,15,8,13
1610612748,Miami Heat,4,0,4,0.0,47.9,34.3,86.9,0.395,11.7,34.8,0.336,15.1,19.7,0.765,8.8,32.4,41.1,20.9,13.6,7.1,3.4,2.9,20.0,19.5,95.4,-20.0,16,16,1,16,14,16,13,16,9,10,12,16,15,11,14,13,16,12,14,6,14,2,2,13,16,16
1610612749,Milwaukee Bucks,23,16,7,0.696,49.2,42.8,92.6,0.462,11.4,35.5,0.321,15.2,21.1,0.718,13.0,36.7,49.8,23.2,13.0,8.0,4.3,3.8,18.3,20.4,112.2,5.2,1,1,13,1,11,4,3,8,11,8,14,15,12,14,1,1,1,6,11,2,10,5,1,11,11,3
