season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2018-19,1610612739,21800008,2018-10-17,CLE,TOR,1610612761,1,104,116,L,-12
2018-19,1610612739,21800021,2018-10-19,CLE,MIN,1610612750,2,123,131,L,-8
2018-19,1610612739,21800036,2018-10-21,ATL,CLE,1610612737,3,111,133,L,-22
2018-19,1610612739,21800053,2018-10-24,BKN,CLE,1610612751,4,86,102,L,-16
2018-19,1610612739,21800063,2018-10-25,CLE,DET,1610612765,5,103,110,L,-7
2018-19,1610612739,21800077,2018-10-27,IND,CLE,1610612754,6,107,119,L,-12
2018-19,1610612739,21800097,2018-10-30,ATL,CLE,1610612737,7,136,114,W,22
2018-19,1610612739,21800112,2018-11-01,DEN,CLE,1610612743,8,91,110,L,-19
2018-19,1610612739,21800126,2018-11-03,CLE,CHA,1610612766,9,94,126,L,-32
2018-19,1610612739,21800142,2018-11-05,CLE,ORL,1610612753,10,100,102,L,-2
2018-19,1610612739,21800153,2018-11-07,OKC,CLE,1610612760,11,86,95,L,-9
2018-19,1610612739,21800178,2018-11-10,CLE,CHI,1610612741,12,98,99,L,-1
2018-19,1610612739,21800199,2018-11-13,CHA,CLE,1610612766,13,113,89,W,24
2018-19,1610612739,21800203,2018-11-14,CLE,WAS,1610612764,14,95,119,L,-24
2018-19,1610612739,21800240,2018-11-19,CLE,DET,1610612765,15,102,113,L,-11
2018-19,1610612739,21800256,2018-11-21,LAL,CLE,1610612747,16,105,109,L,-4
2018-19,1610612739,21800270,2018-11-23,CLE,PHI,1610612755,17,121,112,W,9
2018-19,1610612739,21800279,2018-11-24,HOU,CLE,1610612745,18,117,108,W,9
2018-19,1610612739,21800295,2018-11-26,MIN,CLE,1610612750,19,95,102,L,-7
2018-19,1610612739,21800313,2018-11-28,CLE,OKC,1610612760,20,83,100,L,-17
2018-19,1610612739,21800319,2018-11-30,CLE,BOS,1610612738,21,95,128,L,-33
2018-19,1610612739,21800332,2018-12-01,TOR,CLE,1610612761,22,95,106,L,-11
2018-19,1610612739,21800345,2018-12-03,CLE,BKN,1610612751,23,99,97,W,2
2018-19,1610612739,21800355,2018-12-05,GSW,CLE,1610612744,24,105,129,L,-24
