season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612755,PHI,Philadelphia 76ers,21800768,2019-01-31,PHI @ GSW,W,48.0,0.534,0.273,0.192,0.4,0.528,0.182,0.152,0.26,0,0,0,0,135,1072,1026,2244,77,1300,471,865,1121,1,2018,2019,False,GSW,PHI
2018-19,1610612744,GSW,Golden State Warriors,21800768,2019-01-31,GSW vs. PHI,L,48.0,0.528,0.182,0.152,0.26,0.534,0.273,0.192,0.4,0,0,0,0,135,1157,1986,1587,1327,1382,1425,210,2378,1,2018,2019,True,GSW,PHI
2018-19,1610612765,DET,Detroit Pistons,21800764,2019-01-31,DET vs. DAL,W,48.0,0.436,0.267,0.12,0.333,0.449,0.159,0.132,0.291,0,0,0,0,135,2292,1084,748,402,269,310,1369,1532,1,2018,2019,True,DET,DAL
2018-19,1610612753,ORL,Orlando Magic,21800765,2019-01-31,ORL vs. IND,W,48.0,0.53,0.268,0.15,0.2,0.473,0.176,0.101,0.173,0,0,0,0,135,1127,1075,1552,2050,491,426,2073,186,1,2018,2019,True,ORL,IND
2018-19,1610612742,DAL,Dallas Mavericks,21800764,2019-01-31,DAL @ DET,L,48.0,0.449,0.159,0.132,0.291,0.436,0.267,0.12,0.333,0,0,0,0,135,2191,2148,1088,920,168,1370,1711,2011,1,2018,2019,False,DET,DAL
2018-19,1610612746,LAC,LA Clippers,21800769,2019-01-31,LAC vs. LAL,L,53.0,0.51,0.25,0.088,0.231,0.516,0.38,0.142,0.259,0,0,0,0,21,1454,1251,207,1701,1111,2218,1097,1106,1,2018,2019,True,LAC,LAL
2018-19,1610612761,TOR,Toronto Raptors,21800766,2019-01-31,TOR vs. MIL,L,48.0,0.435,0.14,0.162,0.259,0.582,0.215,0.2,0.209,0,0,0,0,135,2294,2263,1809,1356,2007,784,139,486,1,2018,2019,True,TOR,MIL
2018-19,1610612749,MIL,Milwaukee Bucks,21800766,2019-01-31,MIL @ TOR,W,48.0,0.582,0.215,0.2,0.209,0.435,0.14,0.162,0.259,0,0,0,0,135,454,1677,2314,1965,166,197,642,1098,1,2018,2019,False,TOR,MIL
2018-19,1610612754,IND,Indiana Pacers,21800765,2019-01-31,IND @ ORL,L,48.0,0.473,0.176,0.101,0.173,0.53,0.268,0.15,0.2,0,0,0,0,135,1964,2032,373,2272,1331,1381,893,371,1,2018,2019,False,ORL,IND
2018-19,1610612747,LAL,Los Angeles Lakers,21800769,2019-01-31,LAL @ LAC,W,53.0,0.516,0.38,0.142,0.259,0.51,0.25,0.088,0.231,0,0,0,0,21,1346,243,1361,1341,1007,1173,2254,738,1,2018,2019,False,LAC,LAL
