close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201188,Marc Gasol,1610612763,MEM,C,32.0,74,74,1.0,391,848,0.461,0.481,-0.02
201144,Mike Conley,1610612763,MEM,G,29.0,69,69,1.0,354,803,0.441,0.45,-0.009
203210,JaMychal Green,1610612763,MEM,F,27.0,77,77,1.0,307,727,0.422,0.46,-0.038
2216,Zach Randolph,1610612763,MEM,F,35.0,73,73,1.0,313,642,0.488,0.47,0.018
2754,Tony Allen,1610612763,MEM,G-F,35.0,70,70,1.0,237,534,0.444,0.452,-0.008
1713,Vince Carter,1610612763,MEM,G-F,40.0,73,73,1.0,212,512,0.414,0.451,-0.036
1626150,Andrew Harrison,1610612763,MEM,G,22.0,68,68,1.0,200,476,0.42,0.435,-0.015
203516,James Ennis III,1610612763,MEM,F,26.0,63,63,1.0,199,454,0.438,0.455,-0.017
203584,Troy Daniels,1610612763,MEM,G,25.0,65,65,1.0,168,383,0.439,0.438,0.001
1626185,Jarell Martin,1610612763,MEM,F,23.0,41,41,1.0,90,203,0.443,0.448,-0.004
202718,Chandler Parsons,1610612763,MEM,F,28.0,34,34,1.0,82,174,0.471,0.454,0.018
201148,Brandan Wright,1610612763,MEM,F,29.0,26,26,1.0,73,174,0.42,0.463,-0.044
1627735,Wade Baldwin IV,1610612763,MEM,G,21.0,29,29,1.0,70,144,0.486,0.429,0.057
201962,Toney Douglas,1610612763,MEM,G,31.0,22,22,1.0,49,102,0.48,0.444,0.037
1627738,Deyonta Davis,1610612763,MEM,F,20.0,27,27,1.0,36,95,0.379,0.468,-0.089
1627782,Wayne Selden,1610612763,MEM,G,22.0,12,12,1.0,30,71,0.423,0.436,-0.014
