season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2016-17,1610612759,21600003,2016-10-25,SAS,GSW,1610612744,1,129,100,W
2016-17,1610612759,21600016,2016-10-27,SAS,SAC,1610612758,2,102,94,W
2016-17,1610612759,21600032,2016-10-29,NOP,SAS,1610612740,3,98,79,W
2016-17,1610612759,21600037,2016-10-30,SAS,MIA,1610612748,4,106,99,W
2016-17,1610612759,21600053,2016-11-01,UTA,SAS,1610612762,5,91,106,L
2016-17,1610612759,21600077,2016-11-04,SAS,UTA,1610612762,6,100,86,W
2016-17,1610612759,21600086,2016-11-05,LAC,SAS,1610612746,7,92,116,L
2016-17,1610612759,21600114,2016-11-09,HOU,SAS,1610612745,8,99,101,L
2016-17,1610612759,21600127,2016-11-11,DET,SAS,1610612765,9,96,86,W
2016-17,1610612759,21600134,2016-11-12,SAS,HOU,1610612745,10,106,100,W
2016-17,1610612759,21600150,2016-11-14,MIA,SAS,1610612748,11,94,90,W
2016-17,1610612759,21600168,2016-11-16,SAS,SAC,1610612758,12,110,105,W
2016-17,1610612759,21600182,2016-11-18,SAS,LAL,1610612747,13,116,107,W
2016-17,1610612759,21600206,2016-11-21,DAL,SAS,1610612742,14,96,91,W
2016-17,1610612759,21600213,2016-11-23,SAS,CHA,1610612766,15,119,114,W
2016-17,1610612759,21600225,2016-11-25,SAS,BOS,1610612738,16,109,103,W
2016-17,1610612759,21600240,2016-11-26,SAS,WAS,1610612764,17,112,100,W
2016-17,1610612759,21600264,2016-11-29,ORL,SAS,1610612753,18,83,95,L
2016-17,1610612759,21600272,2016-11-30,SAS,DAL,1610612742,19,94,87,W
2016-17,1610612759,21600289,2016-12-02,WAS,SAS,1610612764,20,107,105,W
2016-17,1610612759,21600309,2016-12-05,SAS,MIL,1610612749,21,97,96,W
2016-17,1610612759,21600319,2016-12-06,SAS,MIN,1610612750,22,105,91,W
2016-17,1610612759,21600336,2016-12-08,SAS,CHI,1610612741,23,91,95,L
2016-17,1610612759,21600353,2016-12-10,BKN,SAS,1610612751,24,130,101,W
2016-17,1610612759,21600383,2016-12-14,BOS,SAS,1610612738,25,108,101,W
2016-17,1610612759,21600387,2016-12-15,SAS,PHX,1610612756,26,107,92,W
2016-17,1610612759,21600412,2016-12-18,NOP,SAS,1610612740,27,113,100,W
2016-17,1610612759,21600425,2016-12-20,SAS,HOU,1610612745,28,102,100,W
2016-17,1610612759,21600441,2016-12-22,SAS,LAC,1610612746,29,101,106,L
